delivery_id,order_id,driver_id,vehicle_id,hub_id,dispatch_time,delivery_completed_at,delivery_status,route_distance_km,manual_route_override_count,proof_of_completion_missing,customer_rating_post_delivery,fuel_or_charge_cost,delivery_duration_minutes,promised_window_hours,promised_window_minutes,is_delayed,is_failed,customer_id,service_type,order_created_at,pickup_zone,dropoff_zone,priority_level,order_value,booking_channel,special_handling_flag,age,home_zone,customer_type,signup_date,loyalty_score,app_engagement_score,preferred_channel,account_status,base_zone,employment_type,years_experience,training_score,driver_rating,shift_preference,active_flag,vehicle_type,assigned_zone,commission_date,battery_health_pct,odometer_km,maintenance_status,telematics_version,high_risk_vehicle,hub_name,zone,hub_type,capacity_score
DL00529,O00822,D088,V114,H06,2024-09-01 09:19:00,2024-09-01 21:28:05.123766,failed,1.2,0,0,2.64,7.53,729.0853960999999,1,60,1,1,C0186,parcel,2024-09-01 07:00:00,west,south,medium,55.85,phone,0,56,east,consumer,2024-03-15 08:01:00,57.5,57.8,phone,dormant,riverside,contract,4,84.3,4.17,morning,1,hybrid,north,2024-10-03 17:53:00,90.0,84649,active,v2.2,0,Airport Hub,airport,dispatch,71
DL00530,O00756,D095,V042,H01,2025-02-03 18:06:00,2025-02-05 09:39:56.840261,failed,30.51,2,0,2.54,19.5,2373.9473376833334,24,1440,1,1,C0413,retail,2025-02-03 16:37:00,airport,north,medium,83.09,app,1,32,riverside,consumer,2024-10-05 10:39:00,57.4,87.3,app,active,west,fulltime,12,99.0,3.15,night,1,ev,east,2025-06-21 07:06:00,80.5,215870,inrepair,v1.9,1,North Exchange,north,dispatch,82
DL00531,O00140,D163,V116,H04,2024-03-03 02:25:00,2024-03-03 03:18:14.371045,ontime,13.95,0,0,3.95,16.65,53.239517416666665,4,240,0,0,C0621,passenger,2024-03-02 23:43:00,north,north,low,89.5,app,0,78,central,consumer,2025-06-27 22:00:00,55.3,63.1,app,active,riverside,fulltime,11,78.2,4.5,morning,0,diesel,east,2025-04-23 07:10:00,62.7,71822,active,v2.1,1,West Gate,west,dispatch,69
DL00532,O00315,D009,V104,H02,2024-12-25 03:30:00,2024-12-25 08:59:02.760085,ontime,16.49,1,0,4.55,10.37,329.0460014166667,4,240,1,0,C0494,parcel,2024-12-25 01:14:00,north,south,low,159.29,app,0,34,north,consumer,2024-06-24 02:06:00,77.0,90.3,phone,active,airport,fulltime,15,63.4,3.8,night,1,ev,east,2025-06-30 12:21:00,73.9,91441,active,v2.1,0,South Link,south,dispatch,78
DL00533,O00543,D135,V002,H08,2025-07-18 06:49:00,2025-07-18 18:51:59.960350,failed,34.15,2,0,2.69,21.32,722.9993391666667,4,240,1,1,C0468,passenger,2025-07-18 03:50:00,airport,riverside,medium,68.06,app,0,45,east,consumer,2025-01-15 05:39:00,39.7,77.4,web,dormant,riverside,parttime,2,70.3,4.4,flexible,1,ev,airport,2024-04-21 16:14:00,67.9,159368,inrepair,v2.2,1,Midtown Relay,central,charging,63
DL00534,O00816,D166,V069,H08,2025-02-13 20:53:00,2025-02-14 10:48:17.655941,ontime,9.47,0,0,3.81,6.56,835.2942656833333,12,720,1,0,C0113,passenger,2025-02-13 20:43:00,east,ctr,low,62.91,web,0,38,west,consumer,2024-07-23 15:56:00,52.4,60.2,web,active,west,parttime,7,74.6,4.07,night,1,hybrid,central,2025-07-20 18:17:00,71.4,187158,active,v2.1,0,Midtown Relay,central,charging,63
DL00535,O01058,D033,V094,H07,2025-05-09 00:57:00,2025-05-09 02:20:23.931566,ontime,23.45,3,0,3.15,18.56,83.39885943333334,6,360,0,0,C0215,retail,2025-05-08 22:01:00,airport,west,low,179.11,app,0,67,north,sme,2024-09-18 13:10:00,64.4,51.4,app,active,south,parttime,9,59.8,4.05,night,1,cargovan,central,2025-05-22 02:15:00,65.9,159262,scheduled,v1.9,1,Riverside Hub,riverside,warehouse,66
DL00536,O01184,D055,V030,H01,2025-01-24 15:02:00,2025-01-25 19:26:40.923781,failed,7.04,2,0,1.07,14.06,1704.6820630166667,12,720,1,1,C0253,business,2025-01-24 13:53:00,riverside,west,medium,25.61,web,0,48,west,consumer,2024-01-04 14:51:00,49.4,38.5,app,active,central,fulltime,15,90.5,5.0,flexible,1,cargovan,north,2025-09-14 07:20:00,78.0,134360,active,v2.1,0,North Exchange,north,dispatch,82
DL00537,O00083,D153,V033,H07,2024-10-23 00:53:00,2024-10-23 01:25:13.645321,ontime,30.51,1,0,3.67,9.75,32.227422016666665,2,120,0,0,C0215,medical,2024-10-23 00:23:00,airport,south,low,127.88,app,0,67,north,sme,2024-09-18 13:10:00,64.4,51.4,app,active,east,fulltime,8,82.3,3.83,evening,1,ev,airport,2024-09-19 18:57:00,78.6,55241,inrepair,v2.2,1,Riverside Hub,riverside,warehouse,66
DL00538,O00682,D141,V015,H07,2024-10-05 12:07:00,2024-10-05 20:38:02.796068,delayed,8.55,0,1,2.66,3.46,511.04660113333335,2,120,1,0,C0529,retail,2024-10-05 09:57:00,north,ctr,low,97.9,phone,0,41,riverside,sme,2025-06-07 02:03:00,43.2,51.5,app,active,north,parttime,14,71.4,3.44,flexible,1,cargovan,airport,2024-06-02 13:54:00,78.2,67614,inrepair,v1.9,1,Riverside Hub,riverside,warehouse,66
DL00539,O01160,D067,V111,H03,2024-05-13 01:19:00,2024-05-13 03:22:01.712270,ontime,13.52,0,0,4.95,10.35,123.02853783333333,4,240,0,0,C0548,parcel,2024-05-12 23:12:00,riverside,airport,high,171.67,app,0,56,north,enterprise,2024-09-27 03:49:00,68.5,44.1,app,active,west,fulltime,11,77.0,4.84,morning,1,ev,west,2025-11-11 00:21:00,66.3,208147,active,v2.1,1,East Dock,east,warehouse,74
DL00540,O00068,D008,V072,H04,2025-10-13 12:06:00,2025-10-13 15:29:29.316851,delayed,16.2,2,0,3.21,16.04,203.48861418333334,2,120,1,0,C0084,parcel,2025-10-13 09:08:00,riverside,east,medium,40.58,app,0,33,airport,consumer,2024-12-16 23:16:00,55.8,61.9,web,active,south,fulltime,9,84.1,3.88,morning,1,cargovan,airport,2025-02-24 19:07:00,78.1,89109,inrepair,v2.1,1,West Gate,west,dispatch,69
DL00541,O01142,D022,V013,H04,2025-11-07 11:29:00,2025-11-08 09:47:08.900794,ontime,6.68,1,0,3.89,8.98,1338.1483465666668,24,1440,0,0,C0136,retail,2025-11-07 10:27:00,east,west,high,91.95,app,0,64,ctr,consumer,2024-06-04 16:32:00,64.9,50.4,unknown,active,east,fulltime,9,68.7,3.36,flexible,1,cargovan,west,2025-07-17 18:07:00,68.3,153106,scheduled,v2.0,1,West Gate,west,dispatch,69
DL00542,O00415,D125,V114,H02,2024-06-27 18:22:00,2024-06-27 21:23:54.066359,ontime,7.18,0,0,4.19,5.99,181.90110598333334,4,240,0,0,C0591,retail,2024-06-27 16:09:00,ctr,riverside,medium,19.76,app,0,60,west,enterprise,2025-09-19 17:42:00,59.6,35.8,app,active,north,parttime,15,90.5,4.07,morning,1,hybrid,north,2024-10-03 17:53:00,90.0,84649,active,v2.2,0,South Link,south,dispatch,78
DL00543,O00218,D102,V098,H03,2025-09-15 02:24:00,2025-09-15 02:34:49.446322,ontime,12.01,0,0,5.0,5.87,10.824105366666666,2,120,0,0,C0154,passenger,2025-09-15 01:40:00,north,west,critical,77.97,app,0,23,east,sme,2024-09-22 17:57:00,47.5,60.1,phone,active,east,parttime,10,67.6,4.62,morning,1,diesel,west,2025-12-29 15:01:00,69.7,73011,active,v2.1,1,East Dock,east,warehouse,74
DL00544,O00345,D154,V082,H08,2025-10-04 22:41:00,2025-10-05 13:48:30.623730,delayed,13.93,2,0,3.17,8.53,907.5103955,6,360,1,0,C0337,retail,2025-10-04 22:00:00,east,central,high,27.35,phone,0,71,north,consumer,2025-10-06 06:05:00,45.8,52.4,web,active,airport,fulltime,4,67.0,4.35,evening,1,ev,ctr,2024-02-03 08:40:00,81.2,81518,active,v2.1,0,Midtown Relay,central,charging,63
DL00545,O01067,D113,V072,H04,2024-06-16 04:56:00,2024-06-17 00:22:38.764981,delayed,12.43,0,0,5.0,13.31,1166.6460830166666,12,720,1,0,C0304,retail,2024-06-16 02:38:00,north,west,low,8.17,api,0,56,riverside,consumer,2024-09-29 13:32:00,72.4,63.6,phone,active,airport,parttime,8,70.5,4.47,evening,1,cargovan,airport,2025-02-24 19:07:00,78.1,89109,inrepair,v2.1,1,West Gate,west,dispatch,69
DL00547,O00778,D014,V090,H05,2025-10-07 19:49:00,2025-10-07 21:46:03.475662,ontime,11.03,0,0,4.93,14.38,117.0579277,4,240,0,0,C0514,parcel,2025-10-07 17:16:00,north,ctr,low,84.4,app,0,22,riverside,consumer,2024-11-09 20:26:00,65.9,76.4,app,active,north,fulltime,6,76.1,4.7,evening,1,hybrid,west,2024-08-16 01:10:00,93.8,98472,inrepair,v2.0,1,Central Core,central,control,88
DL00548,O00537,D132,V039,H05,2024-06-25 11:02:00,2024-06-25 18:55:41.523219,failed,10.4,1,0,3.34,11.4,473.69205365,6,360,1,1,C0153,business,2024-06-25 10:22:00,central,ctr,medium,50.23,web,1,49,ctr,sme,2024-09-10 22:33:00,38.4,51.1,app,active,south,contract,8,77.6,4.2,evening,1,ev,east,2025-01-01 01:38:00,69.5,37024,inrepair,v1.9,1,Central Core,central,control,88
DL00549,O00476,D001,V094,H06,2024-02-23 06:45:00,2024-02-24 04:45:22.084547,ontime,10.11,0,0,4.67,14.59,1320.3680757833333,24,1440,0,0,C0078,passenger,2024-02-23 06:34:00,west,east,low,89.17,app,0,40,east,consumer,2024-06-01 20:16:00,35.2,24.6,phone,active,airport,fulltime,8,67.8,3.54,morning,1,cargovan,central,2025-05-22 02:15:00,65.9,159262,scheduled,v1.9,1,Airport Hub,airport,dispatch,71
DL00550,O00572,D110,V065,H01,2025-02-06 21:04:00,2025-02-07 00:38:52.069531,ontime,14.34,2,0,4.69,12.06,214.86782551666664,4,240,0,0,C0202,parcel,2025-02-06 19:33:00,west,riverside,high,134.79,app,1,50,north,consumer,2024-01-16 00:46:00,64.2,76.7,unknown,dormant,riverside,contract,7,40.6,4.1,morning,1,ev,west,2024-01-05 09:25:00,84.3,217057,active,v2.1,0,North Exchange,north,dispatch,82
DL00551,O00448,D108,V114,H04,2025-02-11 16:05:00,2025-02-11 19:11:25.139103,ontime,18.74,3,0,4.79,21.38,186.41898505,4,240,0,0,C0487,medical,2025-02-11 15:08:00,central,north,low,68.78,web,0,61,east,sme,2024-06-15 04:00:00,63.9,88.5,web,active,south,fulltime,10,70.6,4.33,morning,1,hybrid,north,2024-10-03 17:53:00,90.0,84649,active,v2.2,0,West Gate,west,dispatch,69
DL00552,O00298,D115,V010,H01,2025-01-06 07:28:00,2025-01-06 09:41:48.771576,ontime,1.9,1,0,4.8,13.26,133.8128596,4,240,0,0,C0184,parcel,2025-01-06 04:40:00,west,north,low,28.65,web,0,59,south,sme,2024-10-12 01:51:00,67.8,76.5,app,active,south,fulltime,11,69.5,4.77,morning,1,cargovan,north,2025-10-07 22:40:00,50.7,129032,inrepair,v2.1,1,North Exchange,north,dispatch,82
DL00554,O00709,D117,V086,H04,2025-12-09 04:47:00,2025-12-09 15:45:16.170978,ontime,11.59,1,0,4.69,14.76,658.2695163000001,12,720,0,0,C0369,medical,2025-12-09 03:49:00,north,airport,critical,49.66,app,0,42,west,consumer,2025-03-06 02:16:00,47.6,40.7,app,active,north,fulltime,1,71.1,3.93,flexible,1,ev,central,2024-02-25 07:56:00,82.8,42307,scheduled,v2.2,0,West Gate,west,dispatch,69
DL00555,O00839,D129,V013,H01,2024-01-31 20:31:00,2024-01-31 23:49:48.719703,ontime,6.51,2,0,3.97,11.19,198.81199505,6,360,0,0,C0046,parcel,2024-01-31 17:41:00,riverside,west,low,229.63,app,0,72,ctr,sme,2024-06-21 19:07:00,84.8,38.5,app,active,north,fulltime,10,64.9,4.18,night,1,cargovan,west,2025-07-17 18:07:00,68.3,153106,scheduled,v2.0,1,North Exchange,north,dispatch,82
DL00556,O00702,D070,V030,H07,2024-12-28 22:07:00,2024-12-28 23:26:56.318304,ontime,5.03,0,0,3.91,8.15,79.9386384,4,240,0,0,C0228,retail,2024-12-28 19:23:00,east,riverside,critical,77.66,app,0,43,north,sme,2025-11-02 06:15:00,51.0,58.1,app,active,south,fulltime,9,67.0,5.0,flexible,1,cargovan,north,2025-09-14 07:20:00,78.0,134360,active,v2.1,0,Riverside Hub,riverside,warehouse,66
DL00557,O00781,D055,V027,H08,2024-11-19 14:07:00,2024-11-20 00:38:27.684151,ontime,17.54,2,0,5.0,13.31,631.4614025166667,12,720,0,0,C0049,retail,2024-11-19 11:19:00,north,ctr,high,75.82,web,0,31,south,consumer,2024-09-10 12:25:00,58.6,63.0,phone,active,central,fulltime,15,90.5,5.0,flexible,1,diesel,south,2025-08-12 12:37:00,78.6,51052,inrepair,v2.2,1,Midtown Relay,central,charging,63
DL00558,O00142,D024,V011,H05,2024-10-31 20:22:00,2024-11-01 11:32:26.519611,failed,14.64,1,0,1.0,18.56,910.4419935166667,12,720,1,1,C0628,retail,2024-10-31 18:36:00,ctr,airport,high,83.93,api,0,75,north,consumer,2024-04-19 19:59:00,60.0,63.2,web,dormant,riverside,parttime,8,71.4,3.35,evening,1,diesel,riverside,2025-12-21 04:26:00,74.1,43518,inrepair,v2.1,1,Central Core,central,control,88
DL00559,O00988,D131,V044,H05,2024-11-17 20:37:00,2024-11-18 16:31:21.183962,failed,6.97,2,0,1.92,11.38,1194.3530660333333,6,360,1,1,C0330,parcel,2024-11-17 18:12:00,central,riverside,low,43.93,app,0,37,east,sme,2024-01-21 23:55:00,23.2,27.1,app,active,south,fulltime,9,86.7,4.26,night,0,ev,airport,2025-02-14 20:35:00,91.8,111243,active,v2.2,0,Central Core,central,control,88
DL00560,O00077,D127,V120,H08,2025-07-30 07:48:00,2025-07-30 11:13:32.980554,ontime,4.49,2,0,4.38,14.99,205.54967589999998,4,240,0,0,C0543,medical,2025-07-30 07:21:00,riverside,central,low,150.98,app,0,20,riverside,consumer,2025-06-02 07:20:00,47.0,54.7,app,dormant,central,fulltime,10,61.5,4.19,morning,1,ev,central,2025-05-02 16:13:00,73.6,192246,active,v2.0,0,Midtown Relay,central,charging,63
DL00562,O00746,D128,V113,H08,2024-12-14 10:47:00,2024-12-14 15:16:25.399886,ontime,13.59,0,0,3.98,10.51,269.4233314333333,1,60,1,0,C0014,medical,2024-12-14 10:33:00,north,riverside,low,73.76,web,0,62,north,consumer,2024-05-16 09:26:00,94.1,81.0,app,active,central,contract,13,84.7,3.32,morning,1,hybrid,central,2024-05-12 02:12:00,58.9,52725,inrepair,v1.9,1,Midtown Relay,central,charging,63
DL00563,O01238,D093,V045,H02,2025-04-18 05:35:00,2025-04-18 18:48:55.541447,ontime,10.07,1,0,5.0,12.75,793.9256907833334,12,720,1,0,C0318,passenger,2025-04-18 04:35:00,south,north,medium,79.85,app,0,48,west,consumer,2025-05-09 17:42:00,68.2,71.0,app,dormant,south,parttime,12,75.2,4.43,flexible,1,ev,east,2025-08-10 04:56:00,88.0,190688,active,v2.2,0,South Link,south,dispatch,78
DL00564,O00824,D077,V120,H03,2024-08-17 23:23:00,2024-08-18 08:25:18.768409,ontime,18.23,0,0,4.18,10.05,542.3128068166667,12,720,0,0,C0074,retail,2024-08-17 20:47:00,south,east,medium,271.33,web,0,40,west,sme,2025-08-03 04:34:00,41.6,30.2,app,active,south,fulltime,8,64.9,3.68,morning,1,ev,central,2025-05-02 16:13:00,73.6,192246,active,v2.0,0,East Dock,east,warehouse,74
DL00565,O00344,D151,V022,H06,2024-08-28 08:16:00,2024-08-28 10:17:14.247044,ontime,14.95,2,0,3.82,8.75,121.23745073333333,6,360,0,0,C0594,parcel,2024-08-28 06:50:00,central,north,medium,104.62,api,1,70,east,consumer,2025-10-20 16:41:00,97.4,22.5,web,active,east,fulltime,2,71.3,4.69,flexible,1,hybrid,south,2025-01-28 20:20:00,89.6,44499,scheduled,v2.1,0,Airport Hub,airport,dispatch,71
DL00566,O01226,D162,V082,H03,2025-03-02 06:49:00,2025-03-02 13:57:14.169691,ontime,22.66,1,0,3.7,14.91,428.23616151666664,6,360,1,0,C0140,passenger,2025-03-02 06:20:00,south,south,medium,131.87,app,0,21,airport,consumer,2025-04-29 19:46:00,80.0,87.2,partner api,active,riverside,contract,11,69.0,4.62,night,1,ev,ctr,2024-02-03 08:40:00,81.2,81518,active,v2.1,0,East Dock,east,warehouse,74
DL00567,O00918,D142,V051,H03,2024-11-26 06:40:00,2024-11-26 07:20:28.068828,ontime,10.47,0,0,4.8,11.4,40.4678138,1,60,0,0,C0147,business,2024-11-26 06:01:00,riverside,north,critical,50.49,app,1,28,north,enterprise,2025-04-08 17:01:00,36.7,16.4,app,active,airport,fulltime,12,98.7,4.23,night,1,ev,north,2024-11-21 11:04:00,87.8,141107,active,v2.0,0,East Dock,east,warehouse,74
DL00569,O00312,D066,V116,H01,2025-11-07 01:03:00,2025-11-07 05:18:29.822078,ontime,20.95,1,0,4.56,19.6,255.49703463333333,6,360,0,0,C0164,passenger,2025-11-06 23:00:00,east,east,medium,124.24,app,0,78,west,consumer,2024-08-12 23:06:00,70.9,60.8,app,active,south,parttime,1,83.3,4.13,flexible,1,diesel,east,2025-04-23 07:10:00,62.7,71822,active,v2.1,1,North Exchange,north,dispatch,82
DL00570,O00319,D017,V028,H08,2024-01-22 10:23:00,2024-01-23 06:55:15.896869,ontime,20.67,1,0,5.0,9.88,1232.2649478166668,24,1440,0,0,C0335,business,2024-01-22 08:45:00,ctr,airport,low,124.48,app,0,33,north,sme,2025-08-11 11:08:00,45.3,34.6,app,active,east,parttime,1,,4.34,morning,1,ev,east,2024-08-25 02:52:00,75.4,149698,active,v2.0,0,Midtown Relay,central,charging,63
DL00571,O00413,D003,V029,H01,2025-04-01 22:46:00,2025-04-02 03:26:31.358277,ontime,23.53,3,0,4.5,14.49,280.52263795,4,240,1,0,C0183,passenger,2025-04-01 22:07:00,airport,north,low,35.52,app,0,44,ctr,sme,2025-12-18 10:05:00,64.5,72.8,app,active,airport,fulltime,11,96.5,5.0,evening,1,ev,north,2024-12-04 10:53:00,,130270,active,v2.0,0,North Exchange,north,dispatch,82
DL00572,O00905,D002,V048,H08,2025-09-04 03:45:00,2025-09-04 06:59:36.638257,ontime,8.35,3,0,3.96,11.45,194.61063761666668,6,360,0,0,C0622,parcel,2025-09-04 02:44:00,east,central,medium,63.25,app,0,22,riverside,consumer,2024-01-28 13:46:00,54.2,26.8,phone,dormant,central,fulltime,4,42.4,3.94,evening,1,diesel,central,2025-10-01 18:21:00,76.1,87659,active,v2.1,0,Midtown Relay,central,charging,63
DL00573,O01214,D118,V077,H02,2024-05-07 23:32:00,2024-05-08 01:20:03.169081,ontime,7.3,1,0,5.0,14.05,108.05281801666666,4,240,0,0,C0386,medical,2024-05-07 20:58:00,central,north,high,17.33,phone,1,24,central,consumer,2024-05-25 13:03:00,64.7,97.8,app,active,north,fulltime,1,80.6,4.88,night,1,ev,south,2025-04-23 19:27:00,67.6,116877,scheduled,v2.1,1,South Link,south,dispatch,78
DL00574,O00693,D048,V016,H05,2025-11-08 19:41:00,2025-11-09 11:16:21.047564,failed,24.31,1,0,4.63,16.24,935.3507927333334,2,120,1,1,C0199,retail,2025-11-08 17:54:00,airport,airport,medium,115.09,app,0,64,central,consumer,2025-05-27 21:11:00,73.4,28.6,phone,active,east,fulltime,7,76.3,3.45,flexible,1,ev,west,2024-10-13 19:38:00,63.5,84395,active,v2.1,1,Central Core,central,control,88
DL00575,O01177,D133,V105,H04,2024-10-17 04:35:00,2024-10-17 16:22:26.533829,ontime,12.03,2,0,4.05,10.65,707.4422304833333,12,720,0,0,C0611,parcel,2024-10-17 03:14:00,ctr,south,high,63.29,app,0,43,airport,consumer,2024-10-29 20:59:00,37.2,61.2,partner api,active,south,contract,12,88.2,3.99,flexible,1,ev,ctr,2025-02-16 20:04:00,,149291,active,v2.1,0,West Gate,west,dispatch,69
DL00576,O00483,D133,V021,H08,2024-11-17 01:34:00,2024-11-17 16:32:57.970274,failed,13.83,1,0,5.0,16.98,898.9661712333333,1,60,1,1,C0285,business,2024-11-17 00:34:00,riverside,north,medium,117.11,phone,0,45,riverside,consumer,2025-10-08 16:17:00,27.9,18.0,phone,active,south,contract,12,88.2,3.99,flexible,1,diesel,central,2025-06-22 17:38:00,83.0,71294,active,v2.2,0,Midtown Relay,central,charging,63
DL00577,O00973,D108,V043,H05,2024-01-12 21:57:00,2024-01-12 22:09:43.637461,ontime,21.03,1,0,3.86,12.99,12.727291016666667,1,60,0,0,C0506,parcel,2024-01-12 20:41:00,airport,west,low,81.56,app,0,19,airport,enterprise,2025-06-14 05:24:00,56.3,62.0,app,active,south,fulltime,10,70.6,4.33,morning,1,ev,south,2025-02-23 11:32:00,76.4,149922,scheduled,v2.0,0,Central Core,central,control,88
DL00578,O00115,D032,V108,H06,2024-02-21 08:24:00,2024-02-21 14:09:53.056302,ontime,11.09,0,0,4.55,7.9,345.8842717,6,360,0,0,C0157,passenger,2024-02-21 06:31:00,east,north,high,256.93,web,0,50,central,consumer,2025-03-28 10:04:00,67.9,46.8,app,active,east,parttime,6,81.5,3.99,evening,1,diesel,airport,2025-01-31 06:29:00,54.6,141290,inrepair,v1.9,1,Airport Hub,airport,dispatch,71
DL00579,O00168,D103,V115,H03,2025-06-11 06:05:00,2025-06-11 21:51:41.279934,delayed,14.98,1,0,3.78,8.97,946.6879989,6,360,1,0,C0464,parcel,2025-06-11 03:29:00,central,riverside,high,115.35,web,0,71,airport,enterprise,2024-07-27 08:02:00,28.8,49.2,phone,dormant,central,fulltime,15,72.5,4.4,morning,1,diesel,south,2024-05-10 17:28:00,57.9,85919,active,v2.2,1,East Dock,east,warehouse,74
DL00580,O00063,D026,V066,H04,2025-07-13 06:28:00,2025-07-13 16:43:18.243380,ontime,15.1,1,0,4.99,17.2,615.3040563333333,12,720,0,0,C0168,retail,2025-07-13 05:49:00,south,airport,low,57.56,app,0,70,riverside,consumer,2025-02-17 10:26:00,54.3,69.4,web,active,north,parttime,4,84.9,3.15,night,0,hybrid,north,2024-04-10 18:00:00,77.7,98535,scheduled,v2.2,0,West Gate,west,dispatch,69
DL00581,O00995,D139,V062,H01,2024-08-09 08:49:00,2024-08-10 09:03:16.605517,ontime,12.14,4,0,3.48,16.92,1454.2767586166667,24,1440,1,0,C0622,passenger,2024-08-09 06:53:00,central,west,medium,202.67,phone,0,22,riverside,consumer,2024-01-28 13:46:00,54.2,26.8,phone,dormant,south,fulltime,10,71.4,4.99,evening,1,hybrid,north,2024-02-13 22:26:00,89.9,113343,active,v2.0,0,North Exchange,north,dispatch,82
DL00582,O00765,D024,V091,H05,2024-07-13 04:34:00,2024-07-14 00:33:48.023452,failed,19.38,2,0,2.4,22.61,1199.8003908666665,12,720,1,1,C0187,retail,2024-07-13 03:25:00,ctr,west,medium,60.26,app,1,47,east,sme,2025-10-11 02:51:00,59.6,59.3,web,active,riverside,parttime,8,71.4,3.35,evening,1,hybrid,east,2025-08-24 05:20:00,58.5,172956,active,v1.9,1,Central Core,central,control,88
DL00583,O00064,D015,V098,H01,2025-10-14 08:48:00,2025-10-14 21:55:17.220317,ontime,14.6,1,0,4.53,6.16,787.2870052833333,12,720,1,0,C0346,business,2025-10-14 07:34:00,central,riverside,high,45.43,app,0,46,airport,consumer,2024-09-11 03:14:00,62.9,98.5,app,dormant,east,fulltime,11,85.1,4.34,morning,1,diesel,west,2025-12-29 15:01:00,69.7,73011,active,v2.1,1,North Exchange,north,dispatch,82
DL00584,O00588,D043,V103,H05,2024-06-03 13:36:00,2024-06-03 14:45:41.100373,ontime,23.9,1,0,3.7,12.24,69.68500621666666,4,240,0,0,C0515,passenger,2024-06-03 11:49:00,airport,airport,low,236.46,web,0,38,riverside,consumer,2024-11-11 18:15:00,74.0,73.9,phone,active,north,fulltime,13,80.3,4.6,evening,0,hybrid,north,2025-01-06 03:21:00,100.0,181609,inrepair,v2.1,1,Central Core,central,control,88
DL00585,O00132,D149,V049,H01,2025-01-22 10:55:00,2025-01-22 23:42:49.491594,delayed,1.2,1,0,3.52,10.18,767.8248599,2,120,1,0,C0224,passenger,2025-01-22 09:00:00,ctr,central,medium,11.07,app,0,63,north,sme,2024-02-05 09:13:00,50.9,35.5,web,active,airport,fulltime,7,81.5,4.55,night,1,diesel,east,2025-12-09 16:47:00,55.9,15278,active,v2.2,1,North Exchange,north,dispatch,82
DL00586,O01037,D076,V114,H03,2025-04-28 07:18:00,2025-04-28 14:44:30.163250,ontime,15.54,0,0,3.51,12.03,446.50272083333334,6,360,1,0,C0226,passenger,2025-04-28 06:43:00,south,north,high,55.58,web,0,74,west,consumer,2024-12-09 12:05:00,47.2,48.0,web,active,east,fulltime,15,61.6,3.88,morning,1,hybrid,north,2024-10-03 17:53:00,90.0,84649,active,v2.2,0,East Dock,east,warehouse,74
DL00587,O00182,D166,V009,H01,2024-01-12 10:05:00,2024-01-12 12:52:41.364362,ontime,4.98,1,0,4.15,3.57,167.68940603333334,2,120,1,0,C0258,passenger,2024-01-12 08:07:00,west,west,medium,109.03,web,0,50,riverside,consumer,2024-03-17 08:15:00,71.4,63.1,partner api,active,west,parttime,7,74.6,4.07,night,1,cargovan,south,2025-05-01 08:50:00,68.8,156687,active,v2.1,1,North Exchange,north,dispatch,82
DL00588,O00896,D131,V026,H06,2024-06-29 21:53:00,2024-06-30 14:00:23.479208,failed,10.09,1,0,3.18,11.57,967.3913201333332,6,360,1,1,C0145,passenger,2024-06-29 19:28:00,east,south,low,50.35,app,0,34,airport,consumer,2024-09-11 06:17:00,99.0,30.6,unknown,active,south,fulltime,9,86.7,4.26,night,0,cargovan,riverside,2024-11-07 04:27:00,78.7,200276,inrepair,v2.2,1,Airport Hub,airport,dispatch,71
DL00589,O00940,D141,V102,H01,2025-10-26 07:53:00,2025-10-26 22:11:25.201566,delayed,21.39,1,0,1.93,16.86,858.4200261000001,6,360,1,0,C0575,parcel,2025-10-26 06:56:00,west,west,high,99.21,phone,0,25,riverside,consumer,2025-01-10 19:53:00,77.2,72.1,web,active,north,parttime,14,71.4,3.44,flexible,1,ev,west,2024-10-24 12:35:00,77.0,198326,active,v2.0,0,North Exchange,north,dispatch,82
DL00590,O00229,D112,V017,H07,2024-08-31 05:34:00,2024-08-31 21:45:46.740651,delayed,7.56,4,0,3.44,12.03,971.77901085,6,360,1,0,C0335,passenger,2024-08-31 04:43:00,central,riverside,medium,33.48,app,0,33,north,sme,2025-08-11 11:08:00,45.3,34.6,app,active,east,fulltime,14,79.1,4.51,morning,1,hybrid,riverside,2024-04-23 12:54:00,82.4,169703,inrepair,v2.2,1,Riverside Hub,riverside,warehouse,66
DL00591,O00792,D087,V057,H01,2025-02-02 07:06:00,2025-02-02 11:27:14.267375,ontime,11.26,1,0,3.22,8.22,261.2377895833333,4,240,1,0,C0173,retail,2025-02-02 06:22:00,riverside,south,medium,156.57,app,0,76,riverside,consumer,2024-01-19 12:21:00,78.5,49.1,app,suspended,north,contract,13,73.3,4.43,night,1,ev,riverside,2025-06-07 06:32:00,76.0,160770,inrepair,v2.0,1,North Exchange,north,dispatch,82
DL00592,O00526,D146,V001,H04,2024-01-19 17:17:00,2024-01-19 20:32:43.768544,ontime,17.21,2,0,4.58,20.05,195.72947573333335,4,240,0,0,C0630,parcel,2024-01-19 15:56:00,airport,west,low,69.63,app,0,57,central,enterprise,2025-12-18 00:01:00,62.3,100.0,web,active,airport,contract,1,,4.36,morning,1,ev,north,2024-12-28 23:48:00,71.8,56928,active,v2.2,0,West Gate,west,dispatch,69
