complaint_id,customer_id_x,order_id,complaint_type,channel,severity,created_at,status,resolution_days,compensation_amount,severity_score,age,home_zone,customer_type,signup_date,loyalty_score,app_engagement_score,preferred_channel,account_status,customer_id_y,service_type,order_created_at,promised_window_hours,pickup_zone,dropoff_zone,priority_level,order_value,booking_channel,special_handling_flag
CP0229,C0272,O00541,missedpickup,chatbot,low,2024-11-11 02:46:00,escalated,11,4.1,1,57,north,consumer,2025-05-16 09:45:00,52.2,24.9,app,active,C0272,retail,2024-11-01 02:46:00,4,west,east,low,126.42,app,0
CP0230,C0054,O00445,appissue,app,low,2025-04-26 22:53:00,open,12,0.0,1,75,west,consumer,2025-12-24 13:22:00,42.4,26.8,web,active,C0054,passenger,2025-04-18 22:53:00,2,south,riverside,high,68.98,app,0
CP0231,C0639,O00774,missedpickup,phone,low,2025-09-22 23:01:00,open,1,20.06,1,22,east,consumer,2024-04-24 01:02:00,54.4,62.5,app,active,C0639,parcel,2025-09-19 23:01:00,12,ctr,north,high,34.69,web,1
CP0232,C0539,O00520,delay,email,low,2024-07-12 13:21:00,resolved,7,8.32,1,21,south,consumer,2025-09-20 08:57:00,49.0,45.8,web,dormant,C0539,passenger,2024-07-07 13:21:00,2,central,airport,low,36.42,app,0
CP0233,C0339,O00884,missedpickup,email,medium,2024-04-24 01:52:00,resolved,3,10.05,2,27,south,consumer,2025-02-13 20:28:00,46.6,66.6,app,active,C0339,parcel,2024-04-17 01:52:00,6,central,west,medium,16.66,web,0
CP0234,C0140,O00720,billing,app,high,2024-08-31 18:27:00,resolved,16,52.03,3,21,airport,consumer,2025-04-29 19:46:00,80.0,87.2,partner api,active,C0140,business,2024-08-29 18:27:00,2,airport,airport,high,111.88,app,0
CP0235,C0611,O00632,delay,chatbot,medium,2024-08-09 21:40:00,resolved,3,32.8,2,43,airport,consumer,2024-10-29 20:59:00,37.2,61.2,partner api,active,C0611,passenger,2024-08-09 21:40:00,1,central,central,high,33.21,web,1
CP0236,C0029,O00430,appissue,phone,medium,2025-01-17 01:45:00,resolved,11,7.71,2,44,central,consumer,2024-12-17 23:28:00,57.0,85.2,app,active,C0029,retail,2025-01-15 01:45:00,12,central,south,medium,40.49,api,0
CP0237,C0508,O01171,driverbehaviour,app,medium,2024-12-21 00:50:00,resolved,8,14.83,2,76,east,consumer,2024-09-09 23:52:00,64.2,66.0,app,active,C0508,passenger,2024-12-18 00:50:00,6,riverside,ctr,medium,52.73,web,0
CP0238,C0014,O00731,missedpickup,phone,medium,2024-03-14 19:38:00,open,3,36.85,2,62,north,consumer,2024-05-16 09:26:00,94.1,81.0,app,active,C0014,passenger,2024-03-09 19:38:00,2,east,central,high,38.48,web,0
CP0239,C0213,O00931,missedpickup,app,high,2024-03-11 09:00:00,resolved,20,27.41,3,53,east,consumer,2024-02-25 04:00:00,94.2,53.3,app,active,C0213,parcel,2024-03-07 09:00:00,4,north,north,high,70.8,app,0
CP0240,C0428,O00220,driverbehaviour,chatbot,medium,2024-05-31 08:24:00,open,7,0.0,2,66,riverside,sme,2024-06-12 07:26:00,52.9,60.7,app,active,C0428,medical,2024-05-27 08:24:00,6,central,west,low,136.63,phone,0
CP0241,C0351,O00989,delay,phone,high,2024-03-17 12:01:00,resolved,14,42.27,3,66,central,enterprise,2024-02-10 00:50:00,48.6,49.9,app,active,C0351,medical,2024-03-08 12:01:00,1,north,central,medium,89.8,api,0
CP0242,C0345,O01211,appissue,chatbot,low,2025-11-18 07:13:00,open,7,2.97,1,18,north,consumer,2025-06-24 14:28:00,93.5,56.9,web,active,C0345,medical,2025-11-12 07:13:00,24,south,south,medium,17.36,api,0
CP0243,C0390,O00736,driverbehaviour,chatbot,medium,2024-01-26 22:33:00,escalated,3,23.87,2,51,ctr,consumer,2024-04-25 02:59:00,66.5,52.9,app,active,C0390,parcel,2024-01-24 22:33:00,12,central,east,medium,78.13,app,0
CP0244,C0575,O01168,missedpickup,chatbot,low,2024-12-21 21:12:00,open,1,6.72,1,25,riverside,consumer,2025-01-10 19:53:00,77.2,72.1,web,active,C0575,passenger,2024-12-15 21:12:00,12,airport,central,medium,30.78,web,1
CP0245,C0646,O00385,appissue,phone,high,2025-11-02 15:32:00,resolved,17,16.36,3,64,south,sme,2024-12-25 08:59:00,71.4,32.6,app,active,C0646,passenger,2025-10-24 15:32:00,4,riverside,riverside,medium,226.69,phone,0
CP0246,C0343,O00307,driverbehaviour,email,medium,2025-01-04 22:15:00,resolved,3,15.88,2,75,central,consumer,2025-04-29 18:31:00,58.3,71.3,web,active,C0343,parcel,2024-12-25 22:15:00,4,east,riverside,low,73.14,app,0
CP0247,C0269,O00573,appissue,email,medium,2024-04-30 09:36:00,resolved,3,14.92,2,74,riverside,enterprise,2025-05-08 01:31:00,76.3,32.3,app,active,C0269,retail,2024-04-22 09:36:00,4,central,central,high,150.38,app,0
CP0248,C0452,O00116,billing,phone,low,2025-03-16 15:46:00,open,5,1.45,1,70,south,consumer,2025-05-01 07:53:00,61.4,69.4,app,active,C0452,passenger,2025-03-09 15:46:00,4,north,airport,low,56.59,api,0
CP0249,C0074,O00824,driverbehaviour,email,low,2024-08-21 20:47:00,open,5,10.32,1,40,west,sme,2025-08-03 04:34:00,41.6,30.2,app,active,C0074,retail,2024-08-17 20:47:00,12,south,east,medium,271.33,web,0
CP0250,C0626,O00948,delay,email,medium,2025-05-17 03:07:00,escalated,1,0.0,2,45,south,consumer,2025-08-01 05:09:00,61.6,6.0,phone,active,C0626,business,2025-05-14 03:07:00,6,north,west,low,60.77,app,0
CP0251,C0399,O00169,delay,chatbot,low,2025-12-04 12:34:00,resolved,4,0.0,1,61,east,sme,2024-05-06 17:48:00,93.0,54.8,phone,active,C0399,retail,2025-12-03 12:34:00,4,east,north,medium,84.09,app,1
CP0252,C0142,O00795,missedpickup,email,high,2025-06-19 13:49:00,resolved,13,42.64,3,29,south,consumer,2024-11-29 21:33:00,47.0,61.7,app,active,C0142,retail,2025-06-15 13:49:00,2,riverside,central,medium,42.52,app,0
CP0253,C0567,O00012,appissue,app,medium,2024-01-25 12:45:00,resolved,13,22.73,2,74,east,consumer,2024-02-18 04:31:00,79.7,64.9,app,active,C0567,business,2024-01-16 12:45:00,12,east,airport,medium,135.67,app,0
CP0254,C0072,O00626,supportexperience,chatbot,low,2025-01-06 12:54:00,awaitingcustomer,1,7.49,1,61,north,sme,2024-04-22 10:38:00,48.2,88.9,app,active,C0072,parcel,2024-12-28 12:54:00,4,north,north,medium,24.6,web,1
CP0255,C0004,O01153,delay,phone,low,2025-01-18 03:57:00,escalated,3,0.0,1,75,central,consumer,2025-08-19 01:58:00,32.5,33.0,app,active,C0004,business,2025-01-06 03:57:00,2,ctr,airport,high,59.44,app,0
CP0256,C0191,O00125,appissue,app,medium,2025-09-21 16:27:00,resolved,3,24.06,2,27,north,consumer,2024-12-13 17:26:00,58.9,34.1,web,active,C0191,retail,2025-09-17 16:27:00,24,west,south,medium,70.05,app,0
CP0257,C0381,O00271,driverbehaviour,phone,low,2025-09-25 21:51:00,open,2,10.53,1,55,ctr,consumer,2025-05-22 19:11:00,74.4,44.3,app,active,C0381,passenger,2025-09-16 21:51:00,4,west,ctr,critical,192.54,app,0
CP0258,C0013,O00531,supportexperience,app,medium,2025-05-06 08:49:00,open,16,9.98,2,30,east,enterprise,2024-02-17 17:54:00,31.3,51.7,app,active,C0013,business,2025-04-26 08:49:00,24,airport,airport,high,157.07,app,0
CP0259,C0545,O00959,appissue,app,medium,2024-08-13 18:39:00,awaitingcustomer,12,14.36,2,18,south,consumer,2024-07-05 12:10:00,66.9,72.4,app,active,C0545,medical,2024-08-09 18:39:00,12,airport,south,low,88.7,phone,1
CP0260,C0250,O00231,missedpickup,chatbot,high,2024-12-15 23:23:00,resolved,5,24.73,3,58,west,sme,2024-02-21 20:01:00,59.6,63.6,app,suspended,C0250,passenger,2024-12-15 23:23:00,6,east,south,low,69.44,,0
CP0261,C0566,O00249,appissue,email,high,2024-11-10 18:22:00,open,18,47.09,3,21,central,consumer,2025-03-03 16:23:00,75.4,43.2,app,active,C0566,business,2024-11-07 18:22:00,2,central,west,critical,218.68,app,0
CP0262,C0491,O00438,appissue,chatbot,low,2026-01-06 18:23:00,resolved,8,29.25,1,60,ctr,consumer,2025-01-14 23:32:00,48.6,57.6,web,active,C0491,business,2025-12-29 18:23:00,4,north,west,low,27.39,phone,0
CP0263,C0561,O00270,delay,phone,medium,2025-11-07 15:25:00,awaitingcustomer,3,27.52,2,65,east,consumer,2025-10-16 18:59:00,70.9,54.3,app,active,C0561,business,2025-10-26 15:25:00,4,west,central,medium,140.61,app,1
CP0264,C0054,O01063,missedpickup,email,medium,2024-08-01 20:15:00,escalated,1,12.41,2,75,west,consumer,2025-12-24 13:22:00,42.4,26.8,web,active,C0054,retail,2024-07-27 20:15:00,12,east,riverside,medium,47.11,app,1
CP0265,C0115,O00336,driverbehaviour,chatbot,low,2024-01-10 04:58:00,escalated,7,14.36,1,38,airport,consumer,2025-10-13 10:05:00,69.8,98.5,web,active,C0115,retail,2024-01-10 04:58:00,6,west,ctr,critical,108.38,app,0
CP0266,C0544,O00050,damage,app,high,2024-03-30 13:44:00,open,15,38.9,3,72,north,consumer,2025-01-16 01:12:00,52.1,44.0,app,active,C0544,passenger,2024-03-29 13:44:00,1,north,ctr,low,33.93,app,0
CP0267,C0521,O00111,driverbehaviour,app,medium,2025-07-25 11:53:00,awaitingcustomer,3,15.26,2,47,ctr,consumer,2025-09-25 14:53:00,62.3,59.6,phone,active,C0521,retail,2025-07-18 11:53:00,24,east,central,medium,52.06,web,0
CP0268,C0445,O00675,appissue,app,medium,2024-02-27 17:22:00,open,14,37.15,2,26,riverside,sme,2024-08-29 04:18:00,60.6,55.1,app,active,C0445,business,2024-02-19 17:22:00,24,riverside,north,low,47.44,app,0
CP0269,C0172,O00330,supportexperience,email,medium,2025-04-20 06:37:00,resolved,3,17.96,2,28,north,consumer,2025-04-14 14:45:00,75.4,67.4,unknown,active,C0172,medical,2025-04-08 06:37:00,1,west,riverside,medium,49.61,web,0
CP0270,C0208,O00636,billing,email,medium,2024-06-30 07:22:00,resolved,6,23.97,2,48,central,enterprise,2025-02-06 16:19:00,74.5,67.0,phone,dormant,C0208,medical,2024-06-20 07:22:00,4,west,north,medium,134.63,app,1
CP0271,C0573,O00393,delay,chatbot,high,2025-10-08 17:42:00,resolved,18,33.09,3,47,airport,sme,2025-02-27 18:19:00,57.3,74.4,app,active,C0573,parcel,2025-10-05 17:42:00,4,central,east,low,64.93,web,0
CP0272,C0208,O00771,delay,app,medium,2025-07-29 22:53:00,resolved,10,12.97,2,48,central,enterprise,2025-02-06 16:19:00,74.5,67.0,phone,dormant,C0208,passenger,2025-07-27 22:53:00,6,east,west,high,32.94,app,0
CP0273,C0010,O00481,delay,phone,medium,2025-04-20 22:35:00,resolved,10,15.73,2,23,west,consumer,2025-10-07 20:37:00,87.2,48.6,phone,active,C0010,retail,2025-04-12 22:35:00,1,south,west,medium,10.74,api,1
CP0274,C0622,O00190,supportexperience,app,medium,2025-01-01 06:44:00,awaitingcustomer,7,0.0,2,22,riverside,consumer,2024-01-28 13:46:00,54.2,26.8,phone,dormant,C0622,parcel,2024-12-28 06:44:00,1,south,north,medium,31.72,phone,0
CP0275,C0109,O00071,missedpickup,app,medium,2024-09-03 22:15:00,awaitingcustomer,10,18.13,2,78,north,consumer,2025-10-30 11:51:00,52.7,25.4,app,dormant,C0109,medical,2024-08-31 22:15:00,1,north,south,low,157.58,phone,0
CP0276,C0015,O01124,appissue,phone,high,2024-05-14 16:45:00,resolved,12,19.46,3,37,south,sme,2024-05-27 17:07:00,54.5,52.8,phone,active,C0015,business,2024-05-02 16:45:00,4,riverside,south,high,148.02,app,1
CP0277,C0444,O01088,missedpickup,app,high,2024-12-05 10:32:00,awaitingcustomer,7,46.17,3,67,ctr,consumer,2024-09-10 05:15:00,80.5,70.1,web,active,C0444,parcel,2024-12-02 10:32:00,6,north,west,medium,49.16,web,1
CP0278,C0285,O00483,missedpickup,phone,medium,2024-11-27 00:34:00,escalated,7,12.14,2,45,riverside,consumer,2025-10-08 16:17:00,27.9,18.0,phone,active,C0285,business,2024-11-17 00:34:00,1,riverside,north,medium,117.11,phone,0
CP0279,C0573,O00031,billing,app,medium,2024-10-27 03:17:00,resolved,1,19.87,2,47,airport,sme,2025-02-27 18:19:00,57.3,74.4,app,active,C0573,passenger,2024-10-25 03:17:00,24,east,airport,medium,55.14,app,0
CP0280,C0369,O00753,driverbehaviour,email,medium,2025-01-18 02:40:00,resolved,6,3.44,2,42,west,consumer,2025-03-06 02:16:00,47.6,40.7,app,active,C0369,parcel,2025-01-18 02:40:00,2,airport,riverside,high,176.31,web,0
CP0281,C0510,O01125,missedpickup,chatbot,high,2025-06-25 11:43:00,resolved,11,44.57,3,42,west,consumer,2025-07-29 21:02:00,67.4,49.0,app,active,C0510,parcel,2025-06-17 11:43:00,12,west,central,low,47.38,phone,0
CP0282,C0335,O00601,driverbehaviour,email,medium,2025-06-03 04:16:00,escalated,4,18.1,2,33,north,sme,2025-08-11 11:08:00,45.3,34.6,app,active,C0335,retail,2025-05-23 04:16:00,6,north,south,low,49.24,phone,0
CP0283,C0252,O00401,driverbehaviour,email,high,2024-06-30 11:15:00,open,11,61.11,3,38,north,consumer,2024-09-07 15:16:00,71.3,30.9,app,active,C0252,medical,2024-06-22 11:15:00,24,east,airport,low,28.61,web,0
CP0284,C0211,O00545,appissue,phone,medium,2025-04-22 01:02:00,resolved,9,32.59,2,29,riverside,enterprise,2025-12-24 23:40:00,72.1,50.9,web,active,C0211,parcel,2025-04-17 01:02:00,24,central,north,low,100.18,web,0
CP0285,C0172,O00773,missedpickup,app,high,2024-01-25 23:46:00,resolved,12,37.06,3,28,north,consumer,2025-04-14 14:45:00,75.4,67.4,unknown,active,C0172,parcel,2024-01-24 23:46:00,4,north,south,medium,114.02,app,0
CP0286,C0015,O00873,driverbehaviour,app,high,2024-12-05 12:06:00,resolved,10,0.0,3,37,south,sme,2024-05-27 17:07:00,54.5,52.8,phone,active,C0015,parcel,2024-11-28 12:06:00,6,north,south,high,106.49,,0
CP0287,C0405,O00971,driverbehaviour,phone,high,2025-12-27 15:30:00,open,20,0.0,3,51,riverside,consumer,2025-01-07 23:57:00,69.9,87.4,app,active,C0405,parcel,2025-12-21 15:30:00,6,central,south,high,14.62,app,0
CP0288,C0459,O01202,delay,phone,medium,2024-11-14 15:24:00,escalated,5,20.75,2,20,west,consumer,2024-09-23 21:00:00,56.1,62.6,app,dormant,C0459,retail,2024-11-14 15:24:00,6,east,north,medium,65.73,phone,0
CP0289,C0532,O01012,missedpickup,app,medium,2025-03-14 05:05:00,resolved,1,25.56,2,73,south,consumer,2024-03-08 19:46:00,76.5,51.4,phone,active,C0532,retail,2025-03-08 05:05:00,1,riverside,ctr,critical,99.1,app,0
CP0290,C0259,O00351,supportexperience,app,medium,2024-05-03 03:31:00,resolved,6,18.82,2,43,central,consumer,2024-07-29 07:47:00,78.3,42.2,app,dormant,C0259,parcel,2024-04-22 03:31:00,1,airport,west,medium,20.77,web,1
CP0291,C0515,O00588,supportexperience,phone,medium,2024-06-11 11:49:00,awaitingcustomer,7,20.04,2,38,riverside,consumer,2024-11-11 18:15:00,74.0,73.9,phone,active,C0515,passenger,2024-06-03 11:49:00,4,airport,airport,low,236.46,web,0
CP0292,C0187,O00765,missedpickup,phone,low,2024-07-21 03:25:00,open,11,15.26,1,47,east,sme,2025-10-11 02:51:00,59.6,59.3,web,active,C0187,retail,2024-07-13 03:25:00,12,ctr,west,medium,60.26,app,1
CP0293,C0449,O00202,driverbehaviour,phone,medium,2024-02-02 01:04:00,resolved,3,28.0,2,67,east,enterprise,2024-08-24 20:51:00,65.1,74.6,app,active,C0449,passenger,2024-02-02 01:04:00,1,south,west,low,20.68,web,0
CP0294,C0339,O00089,appissue,phone,high,2025-04-30 18:23:00,open,19,39.64,3,27,south,consumer,2025-02-13 20:28:00,46.6,66.6,app,active,C0339,medical,2025-04-24 18:23:00,6,south,north,high,52.58,web,1
CP0295,C0182,O01107,billing,email,medium,2024-01-30 07:32:00,open,1,4.94,2,21,east,enterprise,2025-06-11 18:31:00,47.2,58.2,app,dormant,C0182,business,2024-01-25 07:32:00,12,airport,central,medium,282.35,app,0
CP0296,C0243,O00041,missedpickup,phone,medium,2024-09-17 13:42:00,resolved,1,6.59,2,31,riverside,consumer,2025-06-20 16:36:00,63.0,85.8,phone,suspended,C0243,retail,2024-09-17 13:42:00,12,riverside,west,low,19.15,app,0
CP0297,C0571,O00776,delay,app,low,2025-03-07 00:53:00,resolved,6,5.67,1,33,south,consumer,2024-11-07 03:33:00,44.1,36.5,phone,active,C0571,parcel,2025-03-03 00:53:00,4,riverside,east,low,108.49,phone,0
CP0298,C0285,O00483,delay,app,medium,2024-11-19 00:34:00,escalated,1,16.85,2,45,riverside,consumer,2025-10-08 16:17:00,27.9,18.0,phone,active,C0285,business,2024-11-17 00:34:00,1,riverside,north,medium,117.11,phone,0
CP0299,C0178,O00326,delay,app,high,2024-11-15 09:05:00,open,11,0.0,3,45,east,consumer,2024-07-04 08:48:00,58.0,16.1,phone,active,C0178,passenger,2024-11-03 09:05:00,12,west,west,medium,242.48,web,0
CP0300,C0408,O00553,supportexperience,phone,low,2024-01-15 20:55:00,open,14,4.56,1,44,airport,consumer,2025-10-02 12:02:00,52.2,51.0,web,active,C0408,retail,2024-01-06 20:55:00,6,north,riverside,high,32.16,app,0
CP0301,C0023,O00414,driverbehaviour,phone,medium,2025-04-05 20:30:00,resolved,4,16.83,2,52,south,consumer,2025-06-28 13:49:00,73.1,45.2,web,active,C0023,parcel,2025-04-05 20:30:00,6,south,west,medium,283.98,app,0
CP0302,C0372,O00373,missedpickup,chatbot,high,2024-06-03 20:00:00,resolved,8,37.07,3,34,west,consumer,2024-02-04 22:21:00,26.2,59.4,phone,active,C0372,parcel,2024-05-26 20:00:00,24,north,central,medium,95.4,app,0
CP0303,C0294,O00872,missedpickup,app,low,2024-11-11 11:01:00,open,9,15.19,1,53,north,consumer,2024-12-05 00:20:00,68.9,52.2,app,active,C0294,medical,2024-11-03 11:01:00,2,east,south,low,113.37,app,0
CP0304,C0178,O00455,delay,phone,medium,2024-08-14 02:36:00,open,7,20.69,2,45,east,consumer,2024-07-04 08:48:00,58.0,16.1,phone,active,C0178,passenger,2024-08-14 02:36:00,6,airport,airport,high,144.79,app,0
CP0305,C0226,O01015,driverbehaviour,chatbot,high,2025-08-08 21:14:00,resolved,11,37.25,3,74,west,consumer,2024-12-09 12:05:00,47.2,48.0,web,active,C0226,passenger,2025-08-06 21:14:00,6,riverside,ctr,high,40.54,phone,0
CP0306,C0004,O00081,damage,app,high,2025-04-26 12:53:00,resolved,21,35.58,3,75,central,consumer,2025-08-19 01:58:00,32.5,33.0,app,active,C0004,passenger,2025-04-17 12:53:00,6,west,airport,low,208.38,app,0
CP0307,C0248,O00900,driverbehaviour,chatbot,medium,2024-09-20 00:05:00,resolved,4,0.0,2,59,central,consumer,2025-10-14 11:06:00,71.1,39.9,app,active,C0248,passenger,2024-09-20 00:05:00,2,riverside,airport,high,100.64,api,0
CP0308,C0597,O00865,driverbehaviour,phone,high,2024-03-28 00:53:00,resolved,13,37.97,3,74,north,consumer,2024-11-12 02:19:00,57.2,64.3,phone,active,C0597,parcel,2024-03-22 00:53:00,2,east,south,medium,55.13,web,0
CP0309,C0175,O01106,damage,email,high,2024-03-01 00:14:00,resolved,7,57.63,3,37,central,consumer,2025-06-08 02:07:00,86.4,56.9,app,active,C0175,business,2024-02-28 00:14:00,12,east,ctr,medium,22.49,web,0
CP0310,C0421,O00219,driverbehaviour,phone,high,2024-06-08 23:42:00,resolved,13,45.71,3,34,central,consumer,2025-03-16 15:08:00,59.0,51.4,app,active,C0421,passenger,2024-05-29 23:42:00,2,east,south,medium,62.84,app,0
CP0311,C0636,O00894,driverbehaviour,app,high,2024-01-15 22:16:00,resolved,19,0.0,3,60,east,consumer,2025-06-30 21:04:00,76.3,69.1,app,suspended,C0636,parcel,2024-01-14 22:16:00,2,east,airport,low,114.94,web,0
CP0312,C0026,O00341,delay,app,medium,2024-12-23 20:58:00,open,12,19.78,2,34,north,enterprise,2024-09-11 05:44:00,70.6,74.8,phone,active,C0026,retail,2024-12-13 20:58:00,4,riverside,east,medium,36.59,app,0
CP0313,C0028,O00290,delay,chatbot,low,2024-09-27 22:30:00,resolved,2,8.86,1,22,ctr,consumer,2024-11-03 16:31:00,78.5,79.6,app,active,C0028,medical,2024-09-21 22:30:00,2,central,west,high,54.76,app,0
CP0314,C0378,O00443,supportexperience,app,low,2025-10-28 00:06:00,resolved,6,4.67,1,38,riverside,consumer,2024-07-17 07:29:00,26.2,77.3,app,active,C0378,parcel,2025-10-20 00:06:00,12,north,riverside,medium,63.8,app,1
CP0315,C0517,O00645,missedpickup,chatbot,high,2024-12-28 21:06:00,resolved,14,58.16,3,66,riverside,consumer,2025-01-11 14:32:00,38.5,65.7,app,active,C0517,passenger,2024-12-26 21:06:00,6,south,central,medium,82.91,api,0
CP0316,C0454,O00055,missedpickup,phone,medium,2025-06-05 23:44:00,resolved,7,12.97,2,28,south,consumer,2024-10-27 07:07:00,62.2,63.6,app,active,C0454,retail,2025-05-30 23:44:00,2,airport,riverside,medium,73.7,app,0
CP0317,C0631,O00406,driverbehaviour,chatbot,medium,2025-01-17 13:07:00,resolved,6,26.52,2,44,north,consumer,2024-02-12 04:44:00,65.8,81.4,web,active,C0631,retail,2025-01-05 13:07:00,2,airport,riverside,critical,59.17,app,0
CP0318,C0056,O00628,delay,app,medium,2024-11-02 10:05:00,open,5,20.42,2,54,north,consumer,2024-06-03 02:11:00,71.1,32.0,app,active,C0056,passenger,2024-10-26 10:05:00,12,riverside,north,medium,52.85,app,1
CP0319,C0325,O00167,delay,email,medium,2024-04-27 20:46:00,resolved,2,11.9,2,37,south,consumer,2025-07-14 06:15:00,49.4,34.4,app,active,C0325,medical,2024-04-27 20:46:00,24,east,east,medium,24.78,api,0
CP0320,C0207,O01179,missedpickup,email,medium,2025-10-16 18:48:00,resolved,1,1.97,2,54,central,consumer,2025-05-21 17:53:00,65.7,72.4,app,active,C0207,passenger,2025-10-13 18:48:00,6,riverside,central,high,64.87,app,0
