order_id,customer_id,service_type,order_created_at,promised_window_hours,pickup_zone,dropoff_zone,priority_level,order_value,booking_channel,special_handling_flag
O00661,C0241,retail,2025-04-14 01:20:00,4,ctr,riverside,high,97.98,phone,0
O00662,C0117,parcel,2025-05-09 04:00:00,12,south,airport,high,30.01,web,0
O00663,C0380,retail,2024-10-04 04:12:00,2,east,east,low,75.21,app,1
O00664,C0584,passenger,2025-08-24 18:32:00,4,airport,west,medium,176.19,app,0
O00665,C0522,passenger,2024-02-17 12:11:00,4,west,central,low,176.48,app,1
O00666,C0001,parcel,2025-08-26 20:17:00,24,airport,central,low,185.32,app,0
O00667,C0392,passenger,2025-10-04 07:18:00,2,east,west,medium,68.27,web,1
O00668,C0649,parcel,2025-07-11 00:26:00,6,airport,north,medium,135.89,app,0
O00669,C0529,parcel,2025-07-15 13:41:00,12,north,east,critical,80.79,app,0
O00670,C0305,retail,2024-03-27 21:40:00,4,south,west,high,128.5,app,1
O00671,C0111,retail,2025-01-24 15:45:00,1,north,north,medium,118.56,phone,0
O00672,C0567,retail,2025-01-03 22:57:00,24,airport,riverside,high,20.28,web,0
O00673,C0579,passenger,2024-10-11 10:10:00,24,west,west,high,133.78,phone,0
O00674,C0235,passenger,2025-08-11 15:52:00,2,central,east,medium,65.56,web,0
O00675,C0445,business,2024-02-19 17:22:00,24,riverside,north,low,47.44,app,0
O00676,C0494,business,2024-05-23 06:33:00,2,south,west,low,110.61,app,0
O00677,C0519,passenger,2024-03-04 05:19:00,4,east,west,high,79.31,web,0
O00678,C0197,business,2025-06-17 05:43:00,12,airport,airport,low,14.72,app,1
O00679,C0244,medical,2024-11-15 01:37:00,24,west,south,high,74.53,web,0
O00680,C0412,passenger,2024-10-31 12:49:00,2,ctr,west,high,56.97,web,0
O00681,C0438,parcel,2025-01-03 22:11:00,24,south,east,medium,47.11,phone,0
O00682,C0529,retail,2024-10-05 09:57:00,2,north,ctr,low,97.9,phone,0
O00683,C0375,medical,2025-05-01 06:39:00,6,east,airport,medium,114.16,,0
O00684,C0064,parcel,2024-11-24 14:25:00,24,central,airport,high,81.01,app,0
O00685,C0010,business,2024-04-21 21:16:00,6,west,west,low,107.85,phone,0
O00686,C0476,retail,2025-01-05 12:20:00,6,east,south,medium,72.67,web,0
O00687,C0253,passenger,2025-01-29 15:17:00,4,central,airport,medium,221.31,app,0
O00688,C0332,passenger,2024-04-25 06:59:00,6,north,west,high,38.09,phone,0
O00689,C0349,passenger,2025-09-29 14:32:00,4,riverside,riverside,medium,6.04,app,1
O00690,C0013,retail,2025-02-22 20:10:00,4,airport,north,high,159.46,app,0
O00691,C0532,retail,2024-11-18 01:09:00,12,north,east,high,231.13,app,0
O00692,C0223,parcel,2024-10-12 17:30:00,4,east,east,medium,73.56,web,0
O00693,C0199,retail,2025-11-08 17:54:00,2,airport,airport,medium,115.09,app,0
O00694,C0380,passenger,2025-11-17 13:48:00,6,ctr,riverside,medium,307.5,web,0
O00695,C0006,passenger,2024-03-19 08:25:00,6,south,east,low,92.36,app,0
O00696,C0090,passenger,2025-01-06 22:58:00,1,central,riverside,medium,67.44,app,0
O00697,C0454,medical,2025-02-09 16:51:00,6,east,west,medium,7.69,api,0
O00698,C0550,medical,2024-10-22 20:07:00,2,south,central,high,179.24,app,0
O00699,C0310,medical,2024-09-22 14:49:00,12,south,riverside,medium,202.46,web,0
O00700,C0443,passenger,2024-01-13 01:34:00,4,west,west,medium,110.49,phone,0
O00701,C0021,parcel,2025-12-15 18:19:00,4,east,riverside,medium,19.97,app,0
O00702,C0228,retail,2024-12-28 19:23:00,4,east,riverside,critical,77.66,app,0
O00703,C0493,medical,2024-09-28 07:56:00,6,airport,north,medium,250.93,phone,0
O00704,C0031,retail,2024-03-12 17:06:00,4,north,north,high,141.29,phone,0
O00705,C0013,parcel,2025-09-09 21:53:00,6,north,riverside,high,118.52,app,0
O00706,C0243,retail,2025-02-26 22:07:00,2,riverside,south,low,39.03,api,1
O00707,C0156,parcel,2024-11-10 05:41:00,4,central,east,medium,95.62,app,0
O00708,C0058,parcel,2024-06-29 23:40:00,4,west,west,low,108.04,phone,0
O00709,C0369,medical,2025-12-09 03:49:00,12,north,airport,critical,49.66,app,0
O00710,C0322,passenger,2025-02-17 12:53:00,6,south,south,low,91.43,web,0
O00711,C0412,passenger,2024-12-15 12:25:00,2,south,south,high,69.11,web,0
O00712,C0512,passenger,2025-05-26 10:22:00,2,north,west,high,105.64,phone,1
O00713,C0316,medical,2024-07-09 22:55:00,6,south,north,low,48.38,phone,0
O00714,C0456,passenger,2024-05-26 17:47:00,24,south,north,low,187.87,app,0
O00715,C0477,medical,2025-06-17 13:42:00,6,riverside,north,critical,125.92,app,0
O00716,C0072,passenger,2024-10-22 04:13:00,6,east,north,medium,5.92,app,0
O00717,C0508,retail,2024-12-12 21:04:00,4,east,south,low,72.1,web,0
O00718,C0533,passenger,2025-02-27 02:32:00,2,west,airport,low,144.45,phone,0
O00719,C0395,passenger,2024-01-04 18:42:00,2,west,central,low,11.54,web,0
O00720,C0140,business,2024-08-29 18:27:00,2,airport,airport,high,111.88,app,0
O00721,C0001,retail,2025-02-17 06:36:00,24,east,ctr,medium,70.79,app,1
O00722,C0523,business,2024-10-07 21:50:00,12,central,central,medium,72.65,phone,0
O00723,C0075,passenger,2024-05-15 04:14:00,1,north,central,low,94.32,app,0
O00724,C0317,passenger,2025-11-18 07:32:00,4,airport,north,low,98.05,app,0
O00725,C0153,passenger,2024-05-07 09:57:00,12,east,west,medium,61.87,app,0
O00726,C0284,retail,2024-02-04 23:52:00,4,airport,airport,medium,59.57,web,0
O00727,C0499,business,2025-10-26 12:56:00,2,south,south,medium,85.0,app,0
O00728,C0610,parcel,2024-10-21 04:41:00,24,south,riverside,low,50.95,app,0
O00729,C0574,parcel,2025-12-22 22:24:00,6,east,east,medium,51.28,app,0
O00730,C0353,retail,2025-09-19 08:45:00,1,east,east,high,112.07,api,0
O00731,C0014,passenger,2024-03-09 19:38:00,2,east,central,high,38.48,web,0
O00732,C0579,passenger,2025-06-05 08:38:00,4,east,central,medium,165.97,phone,0
O00733,C0609,passenger,2024-08-06 07:19:00,6,airport,west,medium,161.44,phone,0
O00734,C0087,retail,2024-04-06 11:43:00,12,east,east,medium,166.21,app,1
O00735,C0602,retail,2025-08-05 02:23:00,4,central,north,high,35.89,app,0
O00736,C0390,parcel,2024-01-24 22:33:00,12,central,east,medium,78.13,app,0
O00737,C0368,retail,2024-03-14 03:53:00,2,central,central,medium,117.82,web,1
O00738,C0354,retail,2024-11-28 06:00:00,2,airport,west,high,66.54,app,1
O00739,C0144,passenger,2025-04-13 20:48:00,12,south,north,low,76.04,phone,0
O00740,C0151,medical,2024-05-22 14:17:00,4,east,east,medium,67.9,web,1
O00741,C0552,retail,2025-05-30 01:28:00,6,airport,north,low,72.44,app,1
O00742,C0017,passenger,2025-08-27 17:38:00,12,airport,west,critical,45.26,app,0
O00743,C0166,retail,2024-02-03 01:34:00,2,east,south,medium,92.51,web,0
O00744,C0146,retail,2025-04-23 03:30:00,6,east,riverside,low,33.49,api,1
O00745,C0442,passenger,2024-08-17 09:40:00,24,south,airport,medium,46.93,app,0
O00746,C0014,medical,2024-12-14 10:33:00,1,north,riverside,low,73.76,web,0
O00747,C0264,retail,2025-08-05 07:13:00,2,east,south,medium,122.21,app,0
O00748,C0412,parcel,2025-07-23 06:18:00,24,west,south,low,41.63,api,0
O00749,C0196,retail,2025-08-14 17:45:00,6,east,riverside,low,47.61,app,0
O00750,C0368,retail,2024-02-01 07:49:00,6,north,south,low,62.8,phone,1
O00751,C0282,business,2024-06-26 00:51:00,4,north,west,medium,152.61,phone,0
O00752,C0628,retail,2025-05-31 08:27:00,2,riverside,central,medium,119.26,web,0
O00753,C0369,parcel,2025-01-18 02:40:00,2,airport,riverside,high,176.31,web,0
O00754,C0479,parcel,2024-10-07 23:05:00,4,central,airport,medium,65.19,app,0
O00755,C0014,passenger,2025-08-21 03:25:00,6,south,south,high,25.11,app,0
O00756,C0413,retail,2025-02-03 16:37:00,24,airport,north,medium,83.09,app,1
O00757,C0466,passenger,2025-02-22 07:42:00,12,east,south,medium,81.59,web,0
O00758,C0359,parcel,2024-02-26 11:34:00,6,east,west,low,144.81,phone,0
O00759,C0556,passenger,2024-12-03 21:16:00,1,central,north,medium,22.3,app,0
O00760,C0051,medical,2024-03-14 20:30:00,24,south,west,low,108.03,api,0
O00761,C0237,passenger,2025-08-12 04:27:00,12,north,east,low,109.93,app,0
O00762,C0118,retail,2025-04-09 21:56:00,4,east,south,medium,21.57,app,0
O00763,C0020,retail,2025-12-26 19:29:00,4,east,airport,low,154.35,api,0
O00764,C0452,retail,2024-07-14 10:39:00,2,north,west,medium,72.77,app,0
O00765,C0187,retail,2024-07-13 03:25:00,12,ctr,west,medium,60.26,app,1
O00766,C0118,parcel,2024-06-18 09:48:00,2,east,south,low,79.18,phone,0
O00767,C0107,business,2024-07-17 02:47:00,6,riverside,west,medium,57.81,web,0
O00768,C0606,retail,2025-06-12 00:28:00,4,central,west,medium,69.17,app,0
O00769,C0559,retail,2024-07-21 22:47:00,4,south,central,high,189.0,api,0
O00770,C0096,retail,2024-07-20 08:12:00,2,south,west,medium,68.11,app,0
O00771,C0208,passenger,2025-07-27 22:53:00,6,east,west,high,32.94,app,0
O00772,C0103,parcel,2024-10-30 23:50:00,24,east,north,high,152.15,app,0
O00773,C0172,parcel,2024-01-24 23:46:00,4,north,south,medium,114.02,app,0
O00774,C0639,parcel,2025-09-19 23:01:00,12,ctr,north,high,34.69,web,1
O00775,C0068,business,2024-03-05 11:13:00,12,riverside,central,high,94.46,app,0
O00776,C0571,parcel,2025-03-03 00:53:00,4,riverside,east,low,108.49,phone,0
O00777,C0226,retail,2025-10-18 23:47:00,6,east,riverside,high,14.64,app,0
O00778,C0514,parcel,2025-10-07 17:16:00,4,north,ctr,low,84.4,app,0
O00779,C0397,retail,2025-07-25 11:40:00,24,riverside,ctr,critical,69.68,app,0
O00780,C0490,parcel,2024-06-16 18:40:00,1,west,north,medium,80.48,web,0
O00781,C0049,retail,2024-11-19 11:19:00,12,north,ctr,high,75.82,web,0
O00782,C0610,passenger,2024-04-17 01:47:00,2,south,south,medium,37.19,web,0
O00783,C0507,parcel,2024-06-28 22:22:00,4,north,east,critical,46.36,app,1
O00784,C0308,passenger,2025-03-07 00:51:00,12,east,south,low,21.26,phone,1
O00785,C0378,passenger,2025-12-31 14:49:00,4,east,central,high,98.07,phone,0
O00786,C0473,medical,2024-04-14 10:06:00,6,riverside,west,medium,69.28,api,0
O00787,C0483,parcel,2024-06-06 11:49:00,6,north,riverside,low,192.62,web,0
O00788,C0444,medical,2025-04-27 15:05:00,4,airport,north,medium,116.09,phone,0
O00789,C0201,business,2024-12-11 10:30:00,6,central,riverside,high,163.0,app,1
O00790,C0028,retail,2024-05-11 03:33:00,2,airport,west,high,283.08,web,0
O00791,C0632,passenger,2025-07-30 08:32:00,4,east,airport,medium,107.8,app,0
O00792,C0173,retail,2025-02-02 06:22:00,4,riverside,south,medium,156.57,app,0
O00793,C0259,business,2024-09-14 21:01:00,12,central,south,medium,70.51,phone,0
O00794,C0415,retail,2024-07-16 22:17:00,12,central,airport,low,154.5,app,0
O00795,C0142,retail,2025-06-15 13:49:00,2,riverside,central,medium,42.52,app,0
O00796,C0385,business,2025-01-28 05:51:00,6,ctr,north,high,209.05,api,0
O00797,C0231,passenger,2025-03-23 04:08:00,4,riverside,riverside,medium,47.39,app,1
O00798,C0547,retail,2024-01-14 03:13:00,4,south,north,low,55.01,app,0
O00799,C0289,passenger,2025-08-22 17:24:00,24,east,south,high,260.0,web,0
O00800,C0032,medical,2024-01-29 00:52:00,6,south,north,medium,102.47,phone,0
O00801,C0138,retail,2024-03-29 14:49:00,6,south,north,medium,111.28,app,0
O00802,C0187,passenger,2024-02-14 06:56:00,24,west,west,medium,32.72,phone,0
O00803,C0509,retail,2025-08-09 17:58:00,6,east,airport,high,60.3,app,0
O00804,C0383,parcel,2024-03-13 10:21:00,24,central,riverside,medium,278.77,phone,0
O00805,C0426,passenger,2025-10-01 17:56:00,6,north,central,low,180.16,app,0
O00806,C0622,business,2025-04-17 15:49:00,12,north,central,medium,100.44,app,1
O00807,C0162,parcel,2025-10-16 06:00:00,4,south,riverside,medium,155.63,app,1
O00808,C0598,passenger,2024-09-06 06:57:00,4,riverside,west,high,79.62,app,0
O00809,C0595,retail,2024-12-29 12:56:00,2,riverside,south,medium,84.04,,0
O00810,C0408,parcel,2024-04-16 03:37:00,12,north,south,high,129.12,app,0
O00811,C0267,retail,2024-05-09 06:28:00,6,north,riverside,medium,104.5,app,1
O00812,C0219,parcel,2025-04-12 18:37:00,24,west,airport,medium,55.92,app,0
O00813,C0642,parcel,2025-10-13 21:45:00,4,north,north,medium,75.79,app,0
O00814,C0464,passenger,2025-03-26 02:36:00,12,east,riverside,medium,27.9,phone,0
O00815,C0347,parcel,2024-02-25 15:10:00,24,airport,airport,high,216.89,app,1
O00816,C0113,passenger,2025-02-13 20:43:00,12,east,ctr,low,62.91,web,0
O00817,C0391,retail,2025-12-31 07:45:00,2,north,south,low,208.48,phone,0
O00818,C0561,business,2025-10-27 15:44:00,1,riverside,north,medium,82.82,web,1
O00819,C0098,retail,2025-04-28 19:09:00,4,airport,west,low,93.02,app,0
O00820,C0121,passenger,2024-05-01 15:38:00,6,riverside,north,low,231.32,app,0
O00821,C0266,parcel,2025-01-25 02:44:00,6,central,south,medium,78.86,phone,0
O00822,C0186,parcel,2024-09-01 07:00:00,1,west,south,medium,55.85,phone,0
O00823,C0264,passenger,2025-02-05 18:50:00,12,east,north,medium,122.9,app,0
O00824,C0074,retail,2024-08-17 20:47:00,12,south,east,medium,271.33,web,0
O00825,C0010,business,2025-10-25 01:15:00,4,south,west,medium,58.21,phone,0
O00826,C0055,parcel,2024-04-06 06:51:00,4,airport,ctr,medium,118.93,app,0
O00827,C0152,medical,2024-01-01 01:29:00,24,east,south,medium,19.26,web,0
O00828,C0025,passenger,2024-02-19 12:15:00,24,west,west,low,61.71,app,0
O00829,C0032,passenger,2024-08-12 21:02:00,4,south,west,high,32.2,phone,1
O00830,C0347,passenger,2025-07-23 20:36:00,2,south,south,high,71.2,phone,0
O00831,C0560,business,2025-02-27 08:02:00,4,riverside,central,medium,130.28,app,0
O00832,C0436,parcel,2024-06-06 14:01:00,6,central,airport,low,99.75,app,1
O00833,C0431,parcel,2025-05-05 03:48:00,2,central,riverside,medium,141.48,app,0
O00834,C0526,parcel,2025-12-28 03:11:00,1,east,airport,low,265.72,web,0
O00835,C0317,passenger,2024-05-26 16:10:00,6,south,airport,medium,51.0,app,0
O00836,C0186,passenger,2025-09-22 16:20:00,6,south,north,low,45.9,app,1
O00837,C0578,parcel,2024-04-18 16:50:00,24,east,west,low,35.47,app,0
O00838,C0549,passenger,2025-01-25 00:04:00,6,ctr,central,low,48.73,web,0
O00839,C0046,parcel,2024-01-31 17:41:00,6,riverside,west,low,229.63,app,0
O00840,C0358,passenger,2024-03-28 16:35:00,6,south,east,medium,142.01,web,0
O00841,C0132,business,2025-09-26 19:38:00,6,airport,south,medium,21.71,app,0
O00842,C0588,retail,2025-07-04 02:45:00,12,central,east,low,153.82,web,0
O00843,C0095,medical,2024-02-25 21:34:00,12,north,riverside,critical,84.18,phone,1
O00844,C0276,medical,2025-09-21 09:29:00,6,riverside,riverside,high,76.02,app,0
O00845,C0276,business,2025-02-10 21:00:00,4,airport,north,medium,65.51,phone,0
O00846,C0372,parcel,2025-07-27 23:13:00,2,east,east,high,117.43,web,0
O00847,C0303,retail,2024-01-25 05:53:00,12,central,ctr,low,47.99,app,1
O00848,C0489,business,2025-06-03 14:13:00,6,north,south,high,27.71,,1
O00849,C0412,passenger,2024-05-05 22:41:00,4,airport,north,high,230.22,app,0
O00850,C0601,parcel,2024-07-31 21:27:00,6,west,east,high,24.48,app,0
O00851,C0480,business,2024-04-23 19:05:00,12,south,riverside,medium,49.34,phone,0
O00852,C0599,retail,2025-07-13 16:22:00,2,north,riverside,medium,126.8,,1
O00853,C0335,parcel,2025-11-24 03:05:00,24,south,east,low,22.04,app,0
O00854,C0343,parcel,2024-09-01 03:05:00,4,airport,airport,low,90.75,web,0
O00855,C0342,parcel,2025-01-11 08:19:00,6,airport,south,critical,140.01,web,0
O00856,C0574,parcel,2024-11-12 09:09:00,12,south,central,high,58.06,app,0
O00857,C0104,retail,2025-05-20 19:36:00,1,ctr,west,high,140.14,app,1
O00858,C0045,parcel,2024-12-08 06:00:00,1,riverside,west,critical,129.56,web,0
O00859,C0476,retail,2024-03-21 02:02:00,6,airport,ctr,low,83.53,app,1
O00860,C0076,medical,2024-04-26 21:44:00,2,east,south,medium,292.33,app,0
O00861,C0265,passenger,2025-09-05 06:33:00,2,east,central,medium,90.82,app,0
O00862,C0599,retail,2025-01-29 14:26:00,4,east,north,medium,84.14,phone,0
O00863,C0274,passenger,2025-09-17 18:41:00,12,riverside,west,low,29.36,phone,0
O00864,C0246,business,2024-08-03 23:48:00,4,airport,central,low,45.78,phone,0
O00865,C0597,parcel,2024-03-22 00:53:00,2,east,south,medium,55.13,web,0
O00866,C0317,parcel,2024-03-01 22:46:00,24,west,riverside,medium,117.83,web,0
O00867,C0313,parcel,2024-02-01 21:43:00,6,riverside,ctr,low,34.43,app,0
O00868,C0037,passenger,2024-05-18 13:51:00,4,central,west,medium,117.19,phone,1
O00869,C0490,parcel,2024-02-26 05:39:00,4,central,riverside,medium,59.8,app,1
O00870,C0092,passenger,2024-10-27 14:16:00,12,south,airport,high,144.13,web,0
O00871,C0298,parcel,2025-12-24 04:16:00,6,riverside,north,high,46.35,phone,0
O00872,C0294,medical,2024-11-03 11:01:00,2,east,south,low,113.37,app,0
O00873,C0015,parcel,2024-11-28 12:06:00,6,north,south,high,106.49,,0
O00874,C0360,parcel,2024-06-15 14:10:00,6,east,west,high,246.43,phone,0
O00875,C0027,business,2025-10-31 20:59:00,12,north,east,high,64.89,web,0
O00876,C0301,parcel,2025-04-29 19:53:00,4,west,airport,low,75.93,app,0
O00877,C0277,retail,2024-11-29 08:51:00,4,east,west,medium,14.29,phone,0
O00878,C0190,medical,2024-09-12 00:26:00,6,riverside,west,low,35.24,app,0
O00879,C0419,medical,2025-07-04 00:21:00,4,south,west,low,123.72,app,0
O00880,C0020,parcel,2024-08-24 17:56:00,24,south,north,low,51.19,app,1
O00881,C0545,passenger,2024-12-31 10:00:00,6,riverside,south,low,83.23,app,0
O00882,C0204,parcel,2024-09-01 10:50:00,2,ctr,central,high,141.57,phone,0
O00883,C0335,business,2024-03-22 17:10:00,12,north,north,medium,139.75,web,0
O00884,C0339,parcel,2024-04-17 01:52:00,6,central,west,medium,16.66,web,0
O00885,C0338,medical,2024-11-17 13:40:00,24,riverside,central,critical,125.38,app,0
O00886,C0618,passenger,2024-12-11 11:04:00,1,east,central,low,88.24,app,1
O00887,C0434,retail,2025-07-04 03:29:00,24,central,north,low,173.81,phone,0
O00888,C0254,medical,2024-06-13 06:33:00,2,riverside,riverside,low,139.5,app,0
O00889,C0322,retail,2024-02-24 20:42:00,4,west,west,critical,40.25,app,0
O00890,C0232,retail,2025-07-05 07:58:00,24,central,east,high,88.41,app,0
O00891,C0449,passenger,2025-02-21 16:44:00,2,ctr,airport,medium,82.47,web,0
O00892,C0157,passenger,2025-10-08 02:41:00,2,airport,airport,medium,326.38,web,0
O00893,C0391,business,2024-08-05 06:18:00,2,south,south,high,33.29,phone,0
O00894,C0636,parcel,2024-01-14 22:16:00,2,east,airport,low,114.94,web,0
O00895,C0599,parcel,2025-03-17 22:07:00,4,riverside,central,medium,63.95,api,0
O00896,C0145,passenger,2024-06-29 19:28:00,6,east,south,low,50.35,app,0
O00897,C0434,passenger,2025-09-21 21:10:00,6,south,west,low,101.28,web,0
O00898,C0643,passenger,2025-12-08 23:18:00,24,east,north,low,82.8,app,0
O00899,C0440,passenger,2025-02-04 07:21:00,6,airport,riverside,critical,184.27,web,0
O00900,C0248,passenger,2024-09-20 00:05:00,2,riverside,airport,high,100.64,api,0
O00901,C0222,retail,2025-12-08 06:41:00,2,central,airport,critical,136.84,phone,0
O00902,C0309,parcel,2024-09-22 19:41:00,6,east,west,medium,70.09,app,0
O00903,C0380,parcel,2025-10-20 23:37:00,4,ctr,east,low,18.78,web,1
O00904,C0618,passenger,2024-05-25 20:04:00,4,airport,airport,low,95.34,app,0
O00905,C0622,parcel,2025-09-04 02:44:00,6,east,central,medium,63.25,app,0
O00906,C0480,passenger,2025-02-04 09:04:00,24,west,riverside,high,133.71,app,0
O00907,C0173,business,2024-03-06 23:04:00,6,east,east,medium,37.24,phone,0
O00908,C0167,parcel,2025-07-02 00:04:00,6,airport,east,low,142.89,app,1
O00909,C0324,business,2025-01-05 02:09:00,12,north,east,high,117.13,app,0
O00910,C0465,business,2025-07-24 03:46:00,6,north,north,medium,159.86,app,0
O00911,C0214,retail,2025-05-20 20:32:00,4,riverside,central,high,24.34,app,0
O00912,C0325,business,2025-12-05 08:58:00,6,east,west,low,39.19,phone,1
O00913,C0091,retail,2025-04-05 05:57:00,6,west,south,low,14.48,phone,0
O00914,C0258,retail,2024-04-12 08:19:00,6,south,north,medium,217.46,app,0
O00915,C0499,parcel,2025-02-08 13:44:00,24,south,riverside,critical,93.22,web,0
O00916,C0328,passenger,2025-12-07 05:28:00,12,south,south,medium,68.21,app,0
O00917,C0027,retail,2024-04-07 14:21:00,6,ctr,central,low,30.8,,0
O00918,C0147,business,2024-11-26 06:01:00,1,riverside,north,critical,50.49,app,1
O00919,C0619,retail,2025-02-01 07:06:00,4,riverside,north,low,229.93,app,0
O00920,C0242,passenger,2024-08-01 11:42:00,12,riverside,east,low,74.71,app,0
O00921,C0448,retail,2024-12-09 08:39:00,4,east,central,medium,198.22,app,0
O00922,C0467,retail,2024-01-11 06:04:00,12,west,central,low,41.3,phone,0
O00923,C0334,parcel,2024-04-01 05:50:00,1,west,west,low,69.93,app,0
O00924,C0139,retail,2025-11-06 21:37:00,24,west,ctr,low,44.93,api,1
O00925,C0530,business,2024-11-15 21:16:00,12,south,airport,low,162.25,web,0
O00926,C0322,parcel,2024-07-03 01:09:00,12,east,east,low,50.92,phone,0
O00927,C0533,medical,2025-05-07 03:53:00,6,north,west,medium,76.32,app,0
O00928,C0231,parcel,2024-02-28 12:16:00,24,south,airport,medium,60.36,app,0
O00929,C0195,parcel,2025-10-29 02:36:00,2,central,riverside,medium,117.07,phone,0
O00930,C0370,retail,2025-08-20 07:03:00,4,ctr,riverside,high,133.79,app,0
O00931,C0213,parcel,2024-03-07 09:00:00,4,north,north,high,70.8,app,0
O00932,C0221,parcel,2024-10-01 04:59:00,2,airport,west,medium,51.33,phone,0
O00933,C0534,passenger,2024-12-29 11:34:00,6,south,airport,high,96.98,phone,1
O00934,C0437,business,2024-06-29 04:23:00,4,north,east,medium,80.26,app,0
O00935,C0404,parcel,2024-09-14 11:23:00,12,east,east,high,132.13,phone,1
O00936,C0498,passenger,2024-06-19 16:42:00,4,central,airport,high,129.0,web,0
O00937,C0549,parcel,2024-04-24 07:58:00,4,riverside,south,high,31.56,app,0
O00938,C0567,business,2024-06-18 09:48:00,6,central,central,medium,151.14,web,0
O00939,C0085,medical,2025-01-24 00:14:00,12,south,south,critical,91.71,app,1
O00940,C0575,parcel,2025-10-26 06:56:00,6,west,west,high,99.21,phone,0
O00941,C0571,passenger,2024-08-12 12:54:00,1,west,west,high,110.52,web,0
O00942,C0291,passenger,2025-01-09 07:41:00,12,ctr,riverside,high,101.75,app,0
O00943,C0372,passenger,2025-04-28 08:55:00,4,north,west,low,157.16,api,1
O00944,C0343,passenger,2024-01-08 01:06:00,24,ctr,north,low,216.6,app,1
O00945,C0567,retail,2025-11-10 12:53:00,6,north,north,medium,155.97,app,0
O00946,C0558,parcel,2025-01-13 07:18:00,24,south,south,medium,113.57,app,0
O00947,C0467,passenger,2024-01-31 15:28:00,4,north,north,high,89.52,app,0
O00948,C0626,business,2025-05-14 03:07:00,6,north,west,low,60.77,app,0
O00949,C0023,medical,2025-04-15 17:45:00,24,west,west,medium,71.3,web,0
O00950,C0564,passenger,2025-05-18 02:25:00,24,south,airport,medium,82.99,phone,0
O00951,C0199,passenger,2024-04-30 15:30:00,6,east,airport,low,208.66,phone,0
O00952,C0156,passenger,2024-06-26 07:27:00,4,central,riverside,medium,183.79,app,0
O00953,C0193,parcel,2025-03-26 01:07:00,12,south,south,medium,3.57,app,0
O00954,C0599,passenger,2024-07-14 02:17:00,4,south,south,critical,62.7,web,0
O00955,C0163,passenger,2025-01-04 14:30:00,4,central,west,low,50.43,,0
O00956,C0257,medical,2024-09-01 10:35:00,4,west,south,medium,53.1,app,0
O00957,C0385,passenger,2024-02-28 02:32:00,1,north,north,critical,12.91,app,0
O00958,C0132,passenger,2024-08-15 15:47:00,4,airport,central,critical,33.24,web,0
O00959,C0545,medical,2024-08-09 18:39:00,12,airport,south,low,88.7,phone,1
O00960,C0554,passenger,2025-01-20 03:03:00,1,riverside,north,medium,86.06,app,0
O00961,C0307,parcel,2025-03-18 16:03:00,4,ctr,airport,medium,168.98,app,1
O00962,C0113,passenger,2024-09-02 16:10:00,4,south,central,low,108.48,,0
O00963,C0528,medical,2025-06-06 10:13:00,24,north,east,medium,30.53,api,0
O00964,C0247,retail,2024-04-13 02:30:00,2,central,south,high,178.23,phone,0
O00965,C0384,passenger,2024-09-28 14:59:00,6,east,north,low,76.97,web,0
O00966,C0568,retail,2025-04-16 23:08:00,12,ctr,central,high,29.24,app,1
O00967,C0343,business,2024-03-17 14:40:00,6,north,west,medium,50.8,app,0
O00968,C0529,business,2024-11-21 03:13:00,12,south,central,medium,76.41,app,0
O00969,C0372,parcel,2024-10-14 21:50:00,2,north,riverside,high,36.75,phone,0
O00970,C0099,retail,2025-01-04 02:07:00,2,north,airport,medium,29.04,web,0
O00971,C0405,parcel,2025-12-21 15:30:00,6,central,south,high,14.62,app,0
O00972,C0396,parcel,2024-09-20 05:32:00,24,east,south,medium,95.82,web,1
O00973,C0506,parcel,2024-01-12 20:41:00,1,airport,west,low,81.56,app,0
O00974,C0071,retail,2025-06-11 00:41:00,4,east,riverside,medium,74.02,app,0
O00975,C0455,retail,2025-04-26 21:47:00,4,central,south,medium,33.56,app,0
O00976,C0078,medical,2024-02-02 17:41:00,24,central,east,high,40.78,phone,0
O00977,C0235,retail,2024-08-27 15:42:00,4,west,west,medium,25.58,app,1
O00978,C0515,parcel,2025-09-11 04:41:00,24,riverside,central,high,124.25,app,0
O00979,C0257,business,2025-01-08 04:24:00,12,north,west,low,54.09,phone,0
O00980,C0545,parcel,2024-11-25 23:02:00,4,west,riverside,medium,510.06,app,0
O00981,C0597,medical,2025-01-11 21:57:00,24,airport,riverside,high,107.45,app,0
O00982,C0616,parcel,2025-10-28 05:44:00,4,east,north,critical,131.9,app,0
O00983,C0538,passenger,2024-08-20 00:38:00,4,central,north,medium,122.09,web,0
O00984,C0155,parcel,2025-04-14 23:05:00,6,east,west,medium,79.05,app,0
O00985,C0461,parcel,2025-04-05 06:54:00,6,north,west,low,117.68,app,0
O00986,C0303,parcel,2024-02-06 09:28:00,24,south,south,medium,111.61,phone,0
O00987,C0612,retail,2024-05-23 06:19:00,24,west,ctr,high,115.17,app,0
O00988,C0330,parcel,2024-11-17 18:12:00,6,central,riverside,low,43.93,app,0
O00989,C0351,medical,2024-03-08 12:01:00,1,north,central,medium,89.8,api,0
O00990,C0053,retail,2025-11-26 05:00:00,4,south,central,high,199.17,phone,0
O00991,C0175,business,2025-01-03 15:14:00,4,east,ctr,high,61.06,app,0
O00992,C0438,retail,2024-03-08 15:23:00,4,ctr,south,high,54.25,phone,0
