incident_id,delivery_id,incident_type,reported_at,severity,resolution_status,resolved_hours,incident_severity_score,order_id,driver_id,vehicle_id,hub_id,dispatch_time,delivery_completed_at,delivery_status,route_distance_km,manual_route_override_count,proof_of_completion_missing,customer_rating_post_delivery,fuel_or_charge_cost,delivery_duration_minutes,promised_window_hours,promised_window_minutes,is_delayed,is_failed,base_zone,employment_type,years_experience,training_score,driver_rating,shift_preference,active_flag,vehicle_type,assigned_zone,commission_date,battery_health_pct,odometer_km,maintenance_status,telematics_version,high_risk_vehicle,hub_name,zone,hub_type,capacity_score
I0134,DL00423,batteryalert,2025-10-05 16:20:00,medium,open,3.8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I0135,DL00011,proofmissing,2024-02-02 04:42:00,medium,open,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I0136,DL00414,customernoshow,2024-03-12 18:37:00,high,closed,16.1,3,O00704,D002,V083,H02,2024-03-12 18:01:00,2024-03-12 20:55:25.078529,ontime,8.47,1.0,0.0,5.0,14.75,174.41797548333335,4.0,240.0,0.0,0.0,central,fulltime,4.0,42.4,3.94,evening,1.0,cargovan,north,2024-04-11 18:04:00,79.3,42073.0,active,v2.2,0.0,South Link,south,dispatch,78.0
I0137,DL00525,batteryalert,2024-04-22 08:02:00,low,closed,1.0,1,O00351,D038,V006,H01,2024-04-22 05:04:00,2024-04-22 05:42:26.815920,ontime,28.2,2.0,0.0,4.04,19.16,38.446932,1.0,60.0,0.0,0.0,south,fulltime,5.0,67.4,3.72,evening,1.0,ev,central,2025-11-22 06:39:00,78.6,141381.0,active,v2.1,0.0,North Exchange,north,dispatch,82.0
I0138,DL00050,appsyncerror,2025-09-05 05:30:00,medium,escalated,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I0139,DL00126,proofmissing,2024-04-09 17:00:00,medium,pendingvendor,11.4,2,O00547,D159,V001,H07,2024-04-09 14:36:00,2024-04-10 19:11:28.149157,delayed,17.68,0.0,0.0,2.6,10.92,1715.4691526166669,24.0,1440.0,1.0,0.0,airport,fulltime,11.0,68.6,4.18,morning,1.0,ev,north,2024-12-28 23:48:00,71.8,56928.0,active,v2.2,0.0,Riverside Hub,riverside,warehouse,66.0
I0140,DL00790,routedeviation,2024-10-26 16:14:00,high,open,10.9,3,O00628,D170,V039,H08,2024-10-26 12:51:00,2024-10-27 03:56:55.676864,delayed,12.25,0.0,1.0,3.68,5.21,905.9279477333333,12.0,720.0,1.0,0.0,west,fulltime,14.0,75.2,4.48,morning,1.0,ev,east,2025-01-01 01:38:00,69.5,37024.0,inrepair,v1.9,1.0,Midtown Relay,central,charging,63.0
I0141,DL00294,routedeviation,2025-10-20 03:35:00,low,closed,18.0,1,O00443,D093,V100,H08,2025-10-20 02:48:00,2025-10-20 11:47:02.861673,ontime,12.21,0.0,0.0,4.39,15.82,539.04769455,12.0,720.0,0.0,0.0,south,parttime,12.0,75.2,4.43,flexible,1.0,cargovan,east,2024-06-23 11:24:00,60.1,31876.0,active,v2.0,1.0,Midtown Relay,central,charging,63.0
I0142,DL00192,safetynearmiss,2025-08-18 23:10:00,medium,escalated,14.4,2,O00118,D095,V112,H04,2025-08-18 22:16:00,2025-08-19 03:23:10.590397,ontime,14.13,0.0,0.0,4.64,16.49,307.17650661666664,6.0,360.0,0.0,0.0,west,fulltime,12.0,99.0,3.15,night,1.0,ev,south,2024-06-08 07:45:00,94.1,19121.0,inrepair,v2.1,1.0,West Gate,west,dispatch,69.0
I0143,DL00848,vehiclefault,2024-02-12 16:28:00,high,open,14.5,3,O00633,D080,V091,H08,2024-02-12 13:23:00,2024-02-12 14:55:42.792793,ontime,20.03,3.0,0.0,3.93,10.97,92.71321321666666,2.0,120.0,0.0,0.0,central,fulltime,11.0,,4.35,flexible,1.0,hybrid,east,2025-08-24 05:20:00,58.5,172956.0,active,v1.9,1.0,Midtown Relay,central,charging,63.0
I0144,DL00288,customernoshow,2024-06-20 13:44:00,medium,open,5.5,2,O00636,D004,V064,H03,2024-06-20 10:05:00,2024-06-20 21:12:47.425266,delayed,14.61,0.0,0.0,1.0,15.39,667.7904211,4.0,240.0,1.0,0.0,airport,parttime,13.0,88.9,4.75,morning,1.0,cargovan,west,2025-12-28 22:35:00,67.3,219116.0,inrepair,v2.2,1.0,East Dock,east,warehouse,74.0
I0145,DL00418,batteryalert,2024-11-02 09:19:00,critical,closed,10.2,4,O00075,D167,V019,H06,2024-11-02 06:29:00,2024-11-02 08:58:56.396803,ontime,4.73,1.0,0.0,5.0,10.5,149.93994671666667,2.0,120.0,1.0,0.0,south,parttime,12.0,75.3,4.64,night,1.0,diesel,south,2024-10-21 23:22:00,70.4,151460.0,scheduled,v2.2,0.0,Airport Hub,airport,dispatch,71.0
I0146,DL00291,proofmissing,2024-11-27 06:22:00,low,closed,1.5,1,O00485,D100,V068,H04,2024-11-27 02:51:00,2024-11-27 04:40:02.445388,ontime,17.86,1.0,0.0,3.97,19.28,109.04075646666666,1.0,60.0,1.0,0.0,central,fulltime,4.0,62.0,4.31,flexible,1.0,hybrid,riverside,2024-06-28 15:49:00,97.5,73769.0,inrepair,v2.0,1.0,West Gate,west,dispatch,69.0
I0147,DL00771,customernoshow,2024-08-11 04:09:00,medium,closed,19.6,2,O00257,D003,V116,H01,2024-08-11 03:42:00,2024-08-11 07:16:26.127371,ontime,11.52,2.0,0.0,4.78,14.84,214.43545618333334,6.0,360.0,0.0,0.0,airport,fulltime,11.0,96.5,5.0,evening,1.0,diesel,east,2025-04-23 07:10:00,62.7,71822.0,active,v2.1,1.0,North Exchange,north,dispatch,82.0
I0148,DL00247,routedeviation,2024-12-31 13:52:00,low,closed,18.6,1,O00881,D056,V100,H08,2024-12-31 12:39:00,2024-12-31 18:10:16.768203,ontime,11.09,0.0,0.0,4.04,5.77,331.27947005,6.0,360.0,0.0,0.0,west,fulltime,12.0,74.6,4.45,evening,1.0,cargovan,east,2024-06-23 11:24:00,60.1,31876.0,active,v2.0,1.0,Midtown Relay,central,charging,63.0
I0149,DL00944,customernoshow,2024-01-10 08:12:00,medium,closed,3.1,2,O00336,D009,V067,H06,2024-01-10 06:09:00,2024-01-10 10:20:19.874213,ontime,16.01,2.0,0.0,4.04,12.32,251.33123688333333,6.0,360.0,0.0,0.0,airport,fulltime,15.0,63.4,3.8,night,1.0,hybrid,ctr,2025-11-15 00:12:00,57.3,176145.0,active,v2.0,1.0,Airport Hub,airport,dispatch,71.0
I0150,DL00714,proofmissing,2025-10-06 08:55:00,medium,pendingvendor,3.1,2,O00078,D140,V110,H04,2025-10-06 05:23:00,2025-10-06 11:04:38.381928,ontime,10.21,0.0,0.0,4.53,20.77,341.63969879999996,6.0,360.0,0.0,0.0,north,fulltime,7.0,80.1,3.92,morning,1.0,ev,east,2025-03-22 01:17:00,85.1,63717.0,active,v2.1,0.0,West Gate,west,dispatch,69.0
I0151,DL00569,customernoshow,2025-11-07 02:53:00,low,open,24.2,1,O00312,D066,V116,H01,2025-11-07 01:03:00,2025-11-07 05:18:29.822078,ontime,20.95,1.0,0.0,4.56,19.6,255.49703463333333,6.0,360.0,0.0,0.0,south,parttime,1.0,83.3,4.13,flexible,1.0,diesel,east,2025-04-23 07:10:00,62.7,71822.0,active,v2.1,1.0,North Exchange,north,dispatch,82.0
I0152,DL00548,appsyncerror,2024-06-25 12:34:00,medium,pendingvendor,17.6,2,O00537,D132,V039,H05,2024-06-25 11:02:00,2024-06-25 18:55:41.523219,failed,10.4,1.0,0.0,3.34,11.4,473.69205365,6.0,360.0,1.0,1.0,south,contract,8.0,77.6,4.2,evening,1.0,ev,east,2025-01-01 01:38:00,69.5,37024.0,inrepair,v1.9,1.0,Central Core,central,control,88.0
I0153,DL00766,appsyncerror,2025-01-27 07:51:00,medium,closed,10.5,2,O00371,D082,V088,H07,2025-01-27 04:54:00,2025-01-27 12:48:47.192242,failed,10.55,0.0,0.0,2.58,13.84,474.78653736666666,4.0,240.0,1.0,1.0,west,parttime,14.0,74.1,4.63,evening,1.0,diesel,north,2024-02-14 14:03:00,80.3,50427.0,inrepair,v2.1,1.0,Riverside Hub,riverside,warehouse,66.0
I0154,DL00603,batteryalert,2024-03-16 09:54:00,medium,open,13.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I0155,DL00507,routedeviation,2025-04-30 01:04:00,high,open,18.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I0156,DL00772,vehiclefault,2024-10-24 09:55:00,high,escalated,10.8,3,O01108,D135,V058,H07,2024-10-24 07:22:00,2024-10-24 12:22:16.408717,ontime,15.77,0.0,0.0,4.48,12.1,300.27347861666664,4.0,240.0,1.0,0.0,riverside,parttime,2.0,70.3,4.4,flexible,1.0,hybrid,central,2024-07-11 13:11:00,74.1,15138.0,active,v2.0,0.0,Riverside Hub,riverside,warehouse,66.0
I0157,DL00307,temperatureissue,2024-09-22 19:02:00,medium,closed,7.2,2,O00699,D089,V021,H03,2024-09-22 15:57:00,2024-09-23 01:06:05.325869,ontime,11.84,1.0,0.0,3.9,12.44,549.0887644833333,12.0,720.0,0.0,0.0,ctr,fulltime,2.0,71.1,4.57,night,1.0,diesel,central,2025-06-22 17:38:00,83.0,71294.0,active,v2.2,0.0,East Dock,east,warehouse,74.0
I0158,DL00308,customernoshow,2024-01-16 02:49:00,high,closed,4.6,3,O00495,D146,V046,H01,2024-01-16 01:13:00,2024-01-16 07:46:08.760014,ontime,8.6,0.0,0.0,3.55,10.89,393.1460002333333,6.0,360.0,1.0,0.0,airport,contract,1.0,,4.36,morning,1.0,ev,north,2024-07-11 13:31:00,95.8,101425.0,active,v1.9,0.0,North Exchange,north,dispatch,82.0
I0159,DL00776,vehiclefault,2024-11-19 17:18:00,medium,closed,1.4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I0160,DL00806,batteryalert,2025-12-28 15:15:00,low,closed,10.2,1,O00128,D117,V108,H07,2025-12-28 14:40:00,2025-12-30 04:18:53.684717,delayed,40.11,2.0,1.0,2.68,24.27,2258.894745283333,24.0,1440.0,1.0,0.0,north,fulltime,1.0,71.1,3.93,flexible,1.0,diesel,airport,2025-01-31 06:29:00,54.6,141290.0,inrepair,v1.9,1.0,Riverside Hub,riverside,warehouse,66.0
I0161,DL00402,appsyncerror,2024-12-04 02:29:00,medium,pendingvendor,8.9,2,O00539,D037,V005,H03,2024-12-04 02:08:00,2024-12-04 04:09:15.722168,ontime,10.83,0.0,0.0,5.0,9.69,121.26203613333334,6.0,360.0,0.0,0.0,north,parttime,7.0,63.9,4.67,morning,1.0,cargovan,west,2025-11-15 11:08:00,58.6,146638.0,active,v2.2,1.0,East Dock,east,warehouse,74.0
I0162,DL00231,temperatureissue,2024-03-28 02:07:00,medium,open,12.9,2,O00670,D014,V046,H05,2024-03-27 23:40:00,2024-03-28 02:54:39.523324,ontime,13.07,0.0,0.0,4.72,3.86,194.65872206666666,4.0,240.0,0.0,0.0,north,fulltime,6.0,76.1,4.7,evening,1.0,ev,north,2024-07-11 13:31:00,95.8,101425.0,active,v1.9,0.0,Central Core,central,control,88.0
I0163,DL00062,appsyncerror,2024-02-24 19:54:00,medium,open,4.9,2,O00567,D061,V007,H02,2024-02-24 16:31:00,2024-02-25 15:31:54.277282,ontime,1.2,0.0,0.0,5.0,7.32,1380.9046213666666,24.0,1440.0,0.0,0.0,riverside,contract,8.0,85.9,4.38,evening,1.0,diesel,airport,2025-09-17 08:52:00,68.6,78468.0,active,v2.2,1.0,South Link,south,dispatch,78.0
I0164,DL00844,routedeviation,2025-01-03 20:43:00,critical,closed,15.9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I0165,DL00057,vehiclefault,2024-12-09 12:50:00,medium,open,0.1,2,O00921,D141,V077,H04,2024-12-09 10:53:00,2024-12-09 20:18:39.821307,failed,10.91,0.0,0.0,1.22,6.59,565.66368845,4.0,240.0,1.0,1.0,north,parttime,14.0,71.4,3.44,flexible,1.0,ev,south,2025-04-23 19:27:00,67.6,116877.0,scheduled,v2.1,1.0,West Gate,west,dispatch,69.0
I0166,DL00529,temperatureissue,2024-09-01 09:50:00,high,escalated,8.1,3,O00822,D088,V114,H06,2024-09-01 09:19:00,2024-09-01 21:28:05.123766,failed,1.2,0.0,0.0,2.64,7.53,729.0853960999999,1.0,60.0,1.0,1.0,riverside,contract,4.0,84.3,4.17,morning,1.0,hybrid,north,2024-10-03 17:53:00,90.0,84649.0,active,v2.2,0.0,Airport Hub,airport,dispatch,71.0
I0167,DL00364,batteryalert,2024-01-14 04:25:00,low,pendingvendor,15.2,1,O00277,D056,V014,H04,2024-01-14 01:45:00,2024-01-14 08:12:31.903105,ontime,23.79,1.0,0.0,3.98,11.43,387.5317184166667,6.0,360.0,1.0,0.0,west,fulltime,12.0,74.6,4.45,evening,1.0,ev,airport,2025-05-24 12:36:00,100.0,206339.0,scheduled,v2.0,0.0,West Gate,west,dispatch,69.0
I0168,DL00820,temperatureissue,2024-12-13 20:11:00,high,closed,7.1,3,O01192,D069,V030,H05,2024-12-13 17:39:00,2024-12-14 01:45:53.860264,delayed,30.97,2.0,0.0,3.07,21.48,486.89767106666665,2.0,120.0,1.0,0.0,north,parttime,2.0,61.5,5.0,evening,0.0,cargovan,north,2025-09-14 07:20:00,78.0,134360.0,active,v2.1,0.0,Central Core,central,control,88.0
I0169,DL00443,customernoshow,2024-01-01 10:12:00,low,pendingvendor,9.1,1,O01170,D070,V097,H06,2024-01-01 08:44:00,2024-01-01 16:11:11.563209,ontime,3.65,0.0,0.0,3.34,12.85,447.19272015,6.0,360.0,1.0,0.0,south,fulltime,9.0,67.0,5.0,flexible,1.0,ev,ctr,2024-11-12 12:56:00,92.1,18680.0,active,v2.1,0.0,Airport Hub,airport,dispatch,71.0
I0170,DL00009,batteryalert,2024-04-12 22:24:00,medium,closed,7.4,2,O00297,D088,V029,H05,2024-04-12 21:33:00,2024-04-13 01:18:52.673288,ontime,40.23,1.0,0.0,3.7,15.78,225.87788813333333,6.0,360.0,0.0,0.0,riverside,contract,4.0,84.3,4.17,morning,1.0,ev,north,2024-12-04 10:53:00,,130270.0,active,v2.0,0.0,Central Core,central,control,88.0
I0171,DL00900,vehiclefault,2024-10-02 17:28:00,high,open,18.4,3,O00199,D039,V053,H07,2024-10-02 14:11:00,2024-10-03 02:06:29.294093,ontime,12.4,0.0,0.0,5.0,8.44,715.4882348833332,12.0,720.0,0.0,0.0,airport,contract,7.0,86.1,4.06,evening,1.0,cargovan,west,2024-04-23 20:57:00,73.7,122638.0,scheduled,v2.0,0.0,Riverside Hub,riverside,warehouse,66.0
I0172,DL00508,routedeviation,2024-08-19 21:21:00,high,pendingvendor,4.3,3,O00161,D015,V025,H03,2024-08-19 19:52:00,2024-08-20 07:24:22.258983,ontime,12.14,0.0,0.0,4.66,14.06,692.37098305,12.0,720.0,0.0,0.0,east,fulltime,11.0,85.1,4.34,morning,1.0,diesel,airport,2024-11-03 05:34:00,42.0,52074.0,active,v2.1,1.0,East Dock,east,warehouse,74.0
I0173,DL00300,customernoshow,2024-09-25 14:37:00,medium,open,17.9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I0174,DL00882,batteryalert,2024-06-26 16:01:00,medium,closed,,2,O01151,D039,V036,H03,2024-06-26 13:58:00,2024-06-27 02:26:43.512371,ontime,3.86,0.0,0.0,4.76,7.4,748.7252061833333,12.0,720.0,1.0,0.0,airport,contract,7.0,86.1,4.06,evening,1.0,diesel,north,2025-09-26 13:33:00,90.4,215767.0,inrepair,v2.1,1.0,East Dock,east,warehouse,74.0
I0175,DL00095,routedeviation,2024-01-08 02:06:00,medium,open,18.6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I0176,DL00262,vehiclefault,2025-04-09 22:47:00,high,closed,,3,O00762,D134,V038,H08,2025-04-09 22:31:00,2025-04-09 23:27:49.931018,ontime,5.51,0.0,0.0,4.14,10.11,56.83218363333334,4.0,240.0,0.0,0.0,south,parttime,4.0,61.5,3.59,flexible,1.0,cargovan,central,2025-03-16 12:29:00,81.6,68032.0,active,v2.1,0.0,Midtown Relay,central,charging,63.0
I0177,DL00068,routedeviation,2024-02-19 18:08:00,critical,escalated,18.1,4,O00828,D104,V046,H08,2024-02-19 15:15:00,2024-02-21 03:47:37.311854,failed,19.75,1.0,0.0,3.73,16.14,2192.6218642333333,24.0,1440.0,1.0,1.0,west,fulltime,15.0,87.7,3.45,morning,1.0,ev,north,2024-07-11 13:31:00,95.8,101425.0,active,v1.9,0.0,Midtown Relay,central,charging,63.0
I0178,DL00500,customernoshow,2024-09-01 06:27:00,low,pendingvendor,20.1,1,O00556,D017,V063,H02,2024-09-01 03:37:00,2024-09-01 05:39:15.173184,ontime,6.73,1.0,0.0,3.72,11.11,122.25288640000001,2.0,120.0,1.0,0.0,east,parttime,1.0,,4.34,morning,1.0,ev,central,2024-01-11 00:19:00,73.6,159860.0,active,v2.1,0.0,South Link,south,dispatch,78.0
I0179,DL00907,batteryalert,2024-04-17 03:46:00,low,closed,6.9,1,O00884,D096,V103,H08,2024-04-17 02:46:00,2024-04-17 08:08:07.579546,ontime,3.96,0.0,0.0,3.59,16.11,322.1263257666667,6.0,360.0,0.0,0.0,ctr,fulltime,4.0,56.4,4.03,morning,1.0,hybrid,north,2025-01-06 03:21:00,100.0,181609.0,inrepair,v2.1,1.0,Midtown Relay,central,charging,63.0
I0180,DL00001,proofmissing,2024-06-18 11:38:00,high,open,5.6,3,O00938,D004,V056,H05,2024-06-18 10:57:00,2024-06-19 09:05:59.904311,failed,17.26,1.0,0.0,3.07,12.05,1328.9984051833335,6.0,360.0,1.0,1.0,airport,parttime,13.0,88.9,4.75,morning,1.0,ev,central,2024-06-09 16:18:00,78.4,29849.0,active,v2.2,0.0,Central Core,central,control,88.0
I0181,DL00254,customernoshow,2024-12-29 16:47:00,low,open,25.3,1,O00933,D053,V084,H05,2024-12-29 13:26:00,2024-12-29 18:18:06.932349,ontime,11.34,1.0,0.0,4.09,12.33,292.11553914999996,6.0,360.0,0.0,0.0,west,fulltime,5.0,83.3,3.8,morning,1.0,cargovan,riverside,2024-12-23 06:28:00,47.6,53872.0,inrepair,v2.1,1.0,Central Core,central,control,88.0
I0182,DL00476,appsyncerror,2024-05-06 01:19:00,medium,pendingvendor,10.3,2,O00849,D094,V035,H07,2024-05-06 00:48:00,2024-05-06 14:59:17.100441,delayed,15.93,1.0,0.0,4.07,10.87,851.28500735,4.0,240.0,1.0,0.0,ctr,parttime,6.0,60.8,4.48,night,0.0,cargovan,east,2025-07-03 09:34:00,83.6,73804.0,active,v2.0,0.0,Riverside Hub,riverside,warehouse,66.0
I0183,DL00783,proofmissing,2025-02-20 01:08:00,low,closed,11.8,1,O00380,D099,V015,H07,2025-02-20 00:44:00,2025-02-20 20:49:44.816047,failed,8.95,2.0,1.0,1.67,16.86,1205.7469341166666,6.0,360.0,1.0,1.0,north,contract,10.0,82.7,3.48,night,1.0,cargovan,airport,2024-06-02 13:54:00,78.2,67614.0,inrepair,v1.9,1.0,Riverside Hub,riverside,warehouse,66.0
I0184,DL00688,batteryalert,2025-10-24 20:34:00,medium,open,7.2,2,O00385,D117,V068,H03,2025-10-24 17:08:00,2025-10-24 17:53:05.729635,ontime,17.58,0.0,0.0,4.16,13.79,45.09549391666667,4.0,240.0,0.0,0.0,north,fulltime,1.0,71.1,3.93,flexible,1.0,hybrid,riverside,2024-06-28 15:49:00,97.5,73769.0,inrepair,v2.0,1.0,East Dock,east,warehouse,74.0
I0185,DL00446,routedeviation,2025-10-21 03:58:00,high,closed,5.1,3,O00903,D002,V069,H07,2025-10-21 01:25:00,2025-10-21 07:22:35.310698,delayed,8.25,1.0,0.0,2.26,10.76,357.5885116333333,4.0,240.0,1.0,0.0,central,fulltime,4.0,42.4,3.94,evening,1.0,hybrid,central,2025-07-20 18:17:00,71.4,187158.0,active,v2.1,0.0,Riverside Hub,riverside,warehouse,66.0
I0186,DL00933,proofmissing,2025-12-23 14:27:00,medium,open,16.3,2,O01133,D032,V009,H02,2025-12-23 12:04:00,2025-12-24 12:43:50.593770,ontime,12.66,1.0,0.0,3.83,14.09,1479.8432295,24.0,1440.0,1.0,0.0,east,parttime,6.0,81.5,3.99,evening,1.0,cargovan,south,2025-05-01 08:50:00,68.8,156687.0,active,v2.1,1.0,South Link,south,dispatch,78.0
I0187,DL00404,proofmissing,2024-04-03 05:29:00,high,closed,5.6,3,O00502,D049,V025,H02,2024-04-03 03:48:00,2024-04-03 04:25:17.871676,ontime,7.84,0.0,0.0,3.14,11.38,37.29786126666667,4.0,240.0,0.0,0.0,central,contract,14.0,41.4,4.0,morning,1.0,diesel,airport,2024-11-03 05:34:00,42.0,52074.0,active,v2.1,1.0,South Link,south,dispatch,78.0
I0188,DL00274,batteryalert,2025-01-13 07:02:00,low,open,11.5,1,O01198,D080,V080,H02,2025-01-13 05:25:00,2025-01-13 06:53:29.209324,ontime,9.06,0.0,0.0,4.14,6.22,88.48682206666668,6.0,360.0,0.0,0.0,central,fulltime,11.0,,4.35,flexible,1.0,ev,east,2024-05-27 22:15:00,100.0,68844.0,active,v1.9,0.0,South Link,south,dispatch,78.0
I0189,DL00596,routedeviation,2025-06-22 01:34:00,high,escalated,23.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I0190,DL00804,proofmissing,2025-11-09 06:08:00,medium,closed,7.2,2,O00015,D052,V097,H03,2025-11-09 05:43:00,2025-11-09 09:20:46.099682,ontime,9.3,1.0,0.0,3.94,9.13,217.76832803333335,6.0,360.0,0.0,0.0,riverside,fulltime,8.0,71.7,3.39,morning,1.0,ev,ctr,2024-11-12 12:56:00,92.1,18680.0,active,v2.1,0.0,East Dock,east,warehouse,74.0
I0191,DL00358,appsyncerror,2025-11-22 03:12:00,medium,closed,12.9,2,O00497,D022,V005,H02,2025-11-22 01:45:00,2025-11-23 02:04:47.304047,delayed,19.28,1.0,0.0,3.57,14.5,1459.7884007833334,12.0,720.0,1.0,0.0,east,fulltime,9.0,68.7,3.36,flexible,1.0,cargovan,west,2025-11-15 11:08:00,58.6,146638.0,active,v2.2,1.0,South Link,south,dispatch,78.0
I0192,DL00922,batteryalert,2024-03-08 22:15:00,medium,closed,0.1,2,O00399,D112,V090,H07,2024-03-08 19:10:00,2024-03-08 22:43:49.202012,delayed,12.65,5.0,1.0,3.39,14.07,213.82003353333332,4.0,240.0,0.0,0.0,east,fulltime,14.0,79.1,4.51,morning,1.0,hybrid,west,2024-08-16 01:10:00,93.8,98472.0,inrepair,v2.0,1.0,Riverside Hub,riverside,warehouse,66.0
I0193,DL00469,vehiclefault,2025-04-10 03:52:00,high,open,9.1,3,O00458,D027,V042,H03,2025-04-10 03:03:00,2025-04-11 05:15:10.466183,delayed,12.11,0.0,0.0,3.8,16.42,1572.1744363833334,12.0,720.0,1.0,0.0,airport,parttime,12.0,74.3,3.7,night,1.0,ev,east,2025-06-21 07:06:00,80.5,215870.0,inrepair,v1.9,1.0,East Dock,east,warehouse,74.0
I0194,DL00455,customernoshow,2024-04-12 12:07:00,low,escalated,6.0,1,O00914,D094,V098,H01,2024-04-12 08:41:00,2024-04-12 12:45:47.285486,ontime,10.3,1.0,0.0,4.14,7.0,244.78809143333334,6.0,360.0,0.0,0.0,ctr,parttime,6.0,60.8,4.48,night,0.0,diesel,west,2025-12-29 15:01:00,69.7,73011.0,active,v2.1,1.0,North Exchange,north,dispatch,82.0
I0195,DL00810,temperatureissue,2025-03-09 20:27:00,medium,escalated,16.3,2,O00116,D120,V053,H08,2025-03-09 16:49:00,2025-03-09 19:25:36.988970,ontime,15.23,0.0,0.0,5.0,11.22,156.61648283333335,4.0,240.0,0.0,0.0,north,parttime,3.0,76.9,3.72,morning,1.0,cargovan,west,2024-04-23 20:57:00,73.7,122638.0,scheduled,v2.0,0.0,Midtown Relay,central,charging,63.0
I0196,DL00013,vehiclefault,2025-01-26 10:52:00,medium,closed,0.2,2,O01031,D105,V085,H04,2025-01-26 08:29:00,2025-01-26 10:33:30.834127,ontime,6.01,2.0,0.0,3.96,11.52,124.51390211666667,6.0,360.0,0.0,0.0,riverside,contract,2.0,82.0,3.71,morning,1.0,cargovan,south,2025-09-30 12:01:00,87.3,145652.0,active,v2.1,0.0,West Gate,west,dispatch,69.0
I0197,DL00747,vehiclefault,2025-11-10 07:11:00,medium,pendingvendor,11.2,2,O00482,D008,V085,H08,2025-11-10 04:00:00,2025-11-10 08:22:40.558319,ontime,15.25,1.0,0.0,4.27,12.88,262.67597198333334,6.0,360.0,0.0,0.0,south,fulltime,9.0,84.1,3.88,morning,1.0,cargovan,south,2025-09-30 12:01:00,87.3,145652.0,active,v2.1,0.0,Midtown Relay,central,charging,63.0
I0198,DL00765,proofmissing,2024-01-01 06:44:00,medium,open,3.1,2,O00043,D126,V023,H06,2024-01-01 06:03:00,2024-01-01 15:35:48.325916,ontime,16.23,1.0,0.0,4.81,15.76,572.8054319333334,12.0,720.0,0.0,0.0,east,parttime,9.0,69.7,4.1,evening,1.0,hybrid,east,2024-01-07 23:54:00,70.7,188387.0,active,v2.1,0.0,Airport Hub,airport,dispatch,71.0
I0199,DL00190,proofmissing,2025-11-01 01:32:00,medium,open,33.8,2,O00875,D039,V003,H07,2025-10-31 23:21:00,2025-11-01 08:44:27.167343,ontime,2.25,0.0,0.0,4.79,7.74,563.45278905,12.0,720.0,0.0,0.0,airport,contract,7.0,86.1,4.06,evening,1.0,cargovan,north,2025-11-24 23:59:00,91.7,219359.0,active,v2.1,0.0,Riverside Hub,riverside,warehouse,66.0
I0200,DL00938,temperatureissue,2024-04-04 05:43:00,low,pendingvendor,16.7,1,O01246,D132,V109,H03,2024-04-04 03:20:00,2024-04-04 10:45:58.482629,failed,36.94,0.0,0.0,2.58,20.16,445.9747104833333,4.0,240.0,1.0,1.0,south,contract,8.0,77.6,4.2,evening,1.0,hybrid,airport,2024-10-17 11:15:00,60.6,193552.0,inrepair,v2.1,1.0,East Dock,east,warehouse,74.0
I0201,DL00170,routedeviation,2025-06-04 05:25:00,medium,pendingvendor,8.2,2,O00363,D020,V093,H04,2025-06-04 03:57:00,2025-06-04 05:40:45.827408,ontime,10.59,0.0,0.0,4.07,10.74,103.76379013333333,4.0,240.0,0.0,0.0,east,fulltime,6.0,,4.61,evening,1.0,cargovan,central,2025-03-04 19:16:00,69.2,119136.0,scheduled,v2.0,1.0,West Gate,west,dispatch,69.0
I0202,DL00661,proofmissing,2024-12-01 02:55:00,high,closed,5.0,3,O01038,D145,V067,H03,2024-12-01 01:45:00,2024-12-01 06:12:25.970798,ontime,19.41,2.0,0.0,4.41,17.61,267.4328466333333,6.0,360.0,0.0,0.0,north,fulltime,11.0,68.4,4.09,morning,1.0,hybrid,ctr,2025-11-15 00:12:00,57.3,176145.0,active,v2.0,1.0,East Dock,east,warehouse,74.0
I0203,DL00475,safetynearmiss,2024-06-03 11:44:00,medium,open,13.2,2,O01121,D074,V027,H07,2024-06-03 08:50:00,2024-06-03 17:50:35.358594,ontime,3.63,2.0,0.0,4.29,9.74,540.5893099,12.0,720.0,0.0,0.0,central,fulltime,12.0,79.5,4.61,evening,1.0,diesel,south,2025-08-12 12:37:00,78.6,51052.0,inrepair,v2.2,1.0,Riverside Hub,riverside,warehouse,66.0
I0204,DL00553,appsyncerror,2024-07-03 17:43:00,low,open,27.4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
