event_id,customer_id,order_id,event_timestamp,event_type,session_id,device_type,zone_context,api_latency_ms,success_flag,app_event_failed,high_latency_event
AE00576,C0218,O00901,2024-11-04 21:00:00,search_route,S39058,android,west,488,1,0,1
AE00577,C0050,O00217,2025-10-29 03:52:00,payment_retry,S25608,ios,south,280,1,0,0
AE00578,C0289,O01215,2025-06-28 05:20:00,chat_opened,S40958,android,ctr,1462,1,0,1
AE00579,C0088,O01143,2025-07-28 12:36:00,search_route,S48311,android,north,730,1,0,1
AE00580,C0442,O00629,2025-10-11 08:12:00,delivery_instruction_update,S87300,android,east,60,1,0,0
AE00581,C0203,,2024-03-07 08:14:00,chat_opened,S36767,android,west,708,1,0,1
AE00582,C0509,O00053,2025-01-01 20:04:00,chat_escalated,S17952,ios,central,1402,0,1,1
AE00583,C0040,O00424,2024-12-19 02:44:00,eta_refresh,S38065,ios,east,60,1,0,0
AE00584,C0338,,2024-06-02 09:07:00,cancel_attempt,S42250,ios,north,441,1,0,1
AE00585,C0183,O00458,2025-06-21 10:17:00,eta_refresh,S16357,android,central,152,1,0,0
AE00586,C0334,,2025-04-07 08:42:00,search_route,S25359,android,ctr,249,1,0,0
AE00587,C0430,,2024-05-21 17:34:00,chat_opened,S79926,android,south,213,1,0,0
AE00588,C0046,O00582,2025-06-03 08:19:00,payment_retry,S73412,ios,riverside,516,0,1,1
AE00589,C0543,,2024-11-19 19:38:00,track_order,S82119,android,riverside,357,1,0,1
AE00590,C0515,,2025-04-13 04:28:00,search_route,S33101,android,east,145,1,0,0
AE00591,C0099,O00801,2024-11-06 12:29:00,eta_refresh,S78327,android,central,755,1,0,1
AE00592,C0231,,2024-05-06 13:33:00,delivery_instruction_update,S63193,android,airport,704,1,0,1
AE00593,C0030,,2025-03-10 18:52:00,track_order,S79043,android,west,655,1,0,1
AE00594,C0208,O00618,2024-03-03 09:59:00,track_order,S43752,ios,west,308,1,0,1
AE00595,C0610,O00716,2025-10-02 23:19:00,eta_refresh,S26110,android,south,142,1,0,0
AE00596,C0174,O00190,2024-01-01 19:53:00,eta_refresh,S32843,ios,airport,462,1,0,1
AE00597,C0514,O00030,2024-12-02 18:45:00,track_order,S92720,ios,riverside,234,1,0,0
AE00598,C0461,,2024-06-05 00:16:00,chat_opened,S43230,android,north,712,1,0,1
AE00599,C0410,O00517,2024-09-10 00:17:00,chat_escalated,S52699,web,riverside,282,1,0,0
AE00600,C0634,O00251,2024-12-03 03:06:00,payment_retry,S11815,ios,west,432,1,0,1
AE00601,C0503,O00374,2025-01-06 09:15:00,delivery_instruction_update,S37139,android,north,850,1,0,1
AE00602,C0278,O00559,2024-11-29 17:16:00,chat_opened,S47257,android,south,355,1,0,1
AE00603,C0232,O00960,2024-07-04 16:58:00,search_route,S62391,web,south,552,1,0,1
AE00604,C0378,O00338,2024-05-05 23:01:00,search_route,S93133,ios,ctr,266,1,0,0
AE00605,C0576,O01052,2024-07-20 03:58:00,chat_escalated,S79827,web,north,235,0,1,0
AE00606,C0442,O00536,2025-01-20 17:25:00,eta_refresh,S68063,ios,south,394,1,0,1
AE00607,C0128,O01228,2024-10-05 00:14:00,eta_refresh,S70979,ios,north,609,1,0,1
AE00608,C0032,O00812,2025-10-21 12:26:00,eta_refresh,S22172,web,riverside,60,1,0,0
AE00609,C0003,O00895,2025-06-27 12:45:00,payment_retry,S43719,ios,riverside,715,1,0,1
AE00610,C0590,,2025-06-19 02:45:00,track_order,S62267,web,airport,60,1,0,0
AE00611,C0038,O00716,2024-11-01 15:56:00,track_order,S52284,android,riverside,60,1,0,0
AE00612,C0446,O00508,2024-07-26 04:10:00,track_order,S42727,web,west,605,1,0,1
AE00613,C0263,O00620,2025-03-03 17:24:00,search_route,S70320,android,west,355,1,0,1
AE00614,C0351,O00652,2024-05-01 01:28:00,eta_refresh,S73106,android,ctr,154,1,0,0
AE00615,C0450,O00983,2025-09-04 00:03:00,eta_refresh,S99323,ios,west,322,1,0,1
AE00616,C0340,O00578,2025-04-08 21:34:00,delivery_instruction_update,S42991,android,south,569,1,0,1
AE00617,C0131,,2025-07-21 05:36:00,chat_opened,S95435,ios,ctr,770,1,0,1
AE00618,C0058,O01053,2025-05-14 10:54:00,track_order,S64470,ios,north,294,1,0,0
AE00619,C0279,O00904,2024-03-14 15:05:00,cancel_attempt,S29439,ios,west,551,1,0,1
AE00620,C0017,O01083,2025-08-02 12:06:00,track_order,S69072,android,north,448,1,0,1
AE00621,C0141,O01114,2025-10-30 17:01:00,delivery_instruction_update,S54683,android,east,778,1,0,1
AE00622,C0052,,2024-05-31 16:42:00,eta_refresh,S48972,ios,north,440,1,0,1
AE00623,C0168,O00809,2025-01-04 07:15:00,track_order,S80005,android,airport,444,1,0,1
AE00624,C0214,O00374,2025-06-27 06:15:00,delivery_instruction_update,S81380,ios,airport,1285,1,0,1
AE00625,C0650,O00427,2024-08-18 13:02:00,search_route,S41166,android,south,333,1,0,1
AE00626,C0159,O00492,2024-09-29 13:26:00,track_order,S38639,android,west,414,1,0,1
AE00627,C0357,,2024-11-25 02:30:00,search_route,S10635,web,north,225,1,0,0
AE00628,C0264,O00101,2025-05-06 06:56:00,eta_refresh,S90532,android,east,462,1,0,1
AE00629,C0412,O01113,2025-08-29 10:33:00,track_order,S17041,android,west,211,1,0,0
AE00630,C0161,O00372,2025-06-18 06:26:00,chat_opened,S53370,ios,south,60,1,0,0
AE00631,C0106,O00340,2024-04-03 16:30:00,chat_escalated,S75165,ios,south,313,1,0,1
AE00632,C0459,O00658,2024-10-03 01:10:00,chat_opened,S57477,android,south,283,1,0,0
AE00633,C0298,O00533,2024-07-22 05:38:00,delivery_instruction_update,S42849,web,north,242,1,0,0
AE00634,C0240,,2024-02-13 14:15:00,chat_escalated,S33275,android,riverside,398,0,1,1
AE00635,C0175,O00485,2025-09-04 14:17:00,delivery_instruction_update,S65669,ios,north,245,1,0,0
AE00636,C0431,O00575,2025-12-07 01:24:00,chat_opened,S12829,web,south,172,1,0,0
AE00637,C0550,O01112,2024-05-22 07:43:00,search_route,S63179,web,central,535,1,0,1
AE00638,C0184,O01227,2024-09-08 23:22:00,eta_refresh,S73176,android,east,758,1,0,1
AE00639,C0191,O00991,2025-01-06 07:47:00,eta_refresh,S77218,android,ctr,223,1,0,0
AE00640,C0182,,2025-04-15 23:12:00,track_order,S76489,ios,central,449,1,0,1
